type,t_us,ax,ay,az,gx,gy,gz,roll,pitch,yaw,temp,state,shank_deg,shank_rate_dps,acc_g,knee_rad,knee_vel,tau_g,tau_imp,tau_cmd,tau_fb,k,b,theta_eq,landing,flex_peak,shank_cross
IMU,4825913.0,-0.0005,0.1396,0.9888,0.0,0.0,0.0,8.3,0.14,0.53,26.3,,,,,,,,,,,,,,,,
IMU,4825913.0,-0.0005,0.1396,0.9888,0.0,0.0,0.0,8.3,0.14,0.53,26.3,,,,,,,,,,,,,,,,
IMU,4825913.0,-0.0005,0.1396,0.9888,0.0,0.0,0.0,8.3,0.14,0.53,26.3,,,,,,,,,,,,,,,,
IMU,4825913.0,-0.0005,0.1396,0.9888,0.0,0.0,0.0,8.3,0.14,0.53,26.3,,,,,,,,,,,,,,,,
IMU,4825913.0,-0.0005,0.1396,0.9888,0.0,0.0,0.0,8.3,0.14,0.53,26.3,,,,,,,,,,,,,,,,
IMU,4825913.0,-0.0005,0.1396,0.9888,0.0,0.0,0.0,8.3,0.14,0.53,26.3,,,,,,,,,,,,,,,,
IMU,4825913.0,-0.0005,0.1396,0.9888,0.0,0.0,0.0,8.3,0.14,0.53,26.3,,,,,,,,,,,,,,,,
IMU,4825913.0,-0.0005,0.1396,0.9888,0.0,0.0,0.0,8.3,0.14,0.53,26.3,,,,,,,,,,,,,,,,
IMU,4925819.0,0.0,0.1421,0.9897,0.12,0.0,0.0,8.29,0.14,0.53,26.0,,,,,,,,,,,,,,,,
IMU,4925819.0,0.0,0.1421,0.9897,0.12,0.0,0.0,8.29,0.14,0.53,26.0,,,,,,,,,,,,,,,,
IMU,4925819.0,0.0,0.1421,0.9897,0.12,0.0,0.0,8.29,0.14,0.53,26.0,,,,,,,,,,,,,,,,
IMU,4925819.0,0.0,0.1421,0.9897,0.12,0.0,0.0,8.29,0.14,0.53,26.0,,,,,,,,,,,,,,,,
IMU,4925819.0,0.0,0.1421,0.9897,0.12,0.0,0.0,8.29,0.14,0.53,26.0,,,,,,,,,,,,,,,,
IMU,4925819.0,0.0,0.1421,0.9897,0.12,0.0,0.0,8.29,0.14,0.53,26.0,,,,,,,,,,,,,,,,
IMU,4925819.0,0.0,0.1421,0.9897,0.12,0.0,0.0,8.29,0.14,0.53,26.0,,,,,,,,,,,,,,,,
IMU,4925819.0,0.0,0.1421,0.9897,0.12,0.0,0.0,8.29,0.14,0.53,26.0,,,,,,,,,,,,,,,,
IMU,4925819.0,0.0,0.1421,0.9897,0.12,0.0,0.0,8.29,0.14,0.53,26.0,,,,,,,,,,,,,,,,
IMU,4925819.0,0.0,0.1421,0.9897,0.12,0.0,0.0,8.29,0.14,0.53,26.0,,,,,,,,,,,,,,,,
IMU,5025739.0,-0.001,0.1382,0.9907,0.18,0.0,0.0,8.29,0.14,0.53,25.9,,,,,,,,,,,,,,,,
IMU,5025739.0,-0.001,0.1382,0.9907,0.18,0.0,0.0,8.29,0.14,0.53,25.9,,,,,,,,,,,,,,,,
IMU,5025739.0,-0.001,0.1382,0.9907,0.18,0.0,0.0,8.29,0.14,0.53,25.9,,,,,,,,,,,,,,,,
IMU,5025739.0,-0.001,0.1382,0.9907,0.18,0.0,0.0,8.29,0.14,0.53,25.9,,,,,,,,,,,,,,,,
IMU,5025739.0,-0.001,0.1382,0.9907,0.18,0.0,0.0,8.29,0.14,0.53,25.9,,,,,,,,,,,,,,,,
IMU,5025739.0,-0.001,0.1382,0.9907,0.18,0.0,0.0,8.29,0.14,0.53,25.9,,,,,,,,,,,,,,,,
IMU,5025739.0,-0.001,0.1382,0.9907,0.18,0.0,0.0,8.29,0.14,0.53,25.9,,,,,,,,,,,,,,,,
IMU,5025739.0,-0.001,0.1382,0.9907,0.18,0.0,0.0,8.29,0.14,0.53,25.9,,,,,,,,,,,,,,,,
IMU,5025739.0,-0.001,0.1382,0.9907,0.18,0.0,0.0,8.29,0.14,0.53,25.9,,,,,,,,,,,,,,,,
IMU,5025739.0,-0.001,0.1382,0.9907,0.18,0.0,0.0,8.29,0.14,0.53,25.9,,,,,,,,,,,,,,,,
IMU,5125690.0,-0.0024,0.1416,0.9902,0.06,0.0,0.0,8.29,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,5125690.0,-0.0024,0.1416,0.9902,0.06,0.0,0.0,8.29,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,5125690.0,-0.0024,0.1416,0.9902,0.06,0.0,0.0,8.29,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,5125690.0,-0.0024,0.1416,0.9902,0.06,0.0,0.0,8.29,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,5125690.0,-0.0024,0.1416,0.9902,0.06,0.0,0.0,8.29,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,5125690.0,-0.0024,0.1416,0.9902,0.06,0.0,0.0,8.29,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,5125690.0,-0.0024,0.1416,0.9902,0.06,0.0,0.0,8.29,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,5125690.0,-0.0024,0.1416,0.9902,0.06,0.0,0.0,8.29,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,5125690.0,-0.0024,0.1416,0.9902,0.06,0.0,0.0,8.29,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,5125690.0,-0.0024,0.1416,0.9902,0.06,0.0,0.0,8.29,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,5225617.0,-0.0024,0.1436,0.9888,0.24,0.0,0.0,8.3,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,5225617.0,-0.0024,0.1436,0.9888,0.24,0.0,0.0,8.3,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,5225617.0,-0.0024,0.1436,0.9888,0.24,0.0,0.0,8.3,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,5225617.0,-0.0024,0.1436,0.9888,0.24,0.0,0.0,8.3,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,5225617.0,-0.0024,0.1436,0.9888,0.24,0.0,0.0,8.3,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,5225617.0,-0.0024,0.1436,0.9888,0.24,0.0,0.0,8.3,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,5225617.0,-0.0024,0.1436,0.9888,0.24,0.0,0.0,8.3,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,5225617.0,-0.0024,0.1436,0.9888,0.24,0.0,0.0,8.3,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,5225617.0,-0.0024,0.1436,0.9888,0.24,0.0,0.0,8.3,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,5225617.0,-0.0024,0.1436,0.9888,0.24,0.0,0.0,8.3,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,5325504.0,-0.0029,0.1411,0.9907,0.24,0.0,0.0,8.3,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,5325504.0,-0.0029,0.1411,0.9907,0.24,0.0,0.0,8.3,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,5325504.0,-0.0029,0.1411,0.9907,0.24,0.0,0.0,8.3,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,5325504.0,-0.0029,0.1411,0.9907,0.24,0.0,0.0,8.3,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,5325504.0,-0.0029,0.1411,0.9907,0.24,0.0,0.0,8.3,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,5325504.0,-0.0029,0.1411,0.9907,0.24,0.0,0.0,8.3,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,5325504.0,-0.0029,0.1411,0.9907,0.24,0.0,0.0,8.3,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,5325504.0,-0.0029,0.1411,0.9907,0.24,0.0,0.0,8.3,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,5325504.0,-0.0029,0.1411,0.9907,0.24,0.0,0.0,8.3,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,5325504.0,-0.0029,0.1411,0.9907,0.24,0.0,0.0,8.3,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,5425430.0,-0.0034,0.1436,0.9883,0.18,0.0,0.0,8.3,0.14,0.53,26.0,,,,,,,,,,,,,,,,
IMU,5425430.0,-0.0034,0.1436,0.9883,0.18,0.0,0.0,8.3,0.14,0.53,26.0,,,,,,,,,,,,,,,,
IMU,5425430.0,-0.0034,0.1436,0.9883,0.18,0.0,0.0,8.3,0.14,0.53,26.0,,,,,,,,,,,,,,,,
IMU,5425430.0,-0.0034,0.1436,0.9883,0.18,0.0,0.0,8.3,0.14,0.53,26.0,,,,,,,,,,,,,,,,
IMU,5425430.0,-0.0034,0.1436,0.9883,0.18,0.0,0.0,8.3,0.14,0.53,26.0,,,,,,,,,,,,,,,,
IMU,5425430.0,-0.0034,0.1436,0.9883,0.18,0.0,0.0,8.3,0.14,0.53,26.0,,,,,,,,,,,,,,,,
IMU,5425430.0,-0.0034,0.1436,0.9883,0.18,0.0,0.0,8.3,0.14,0.53,26.0,,,,,,,,,,,,,,,,
IMU,5425430.0,-0.0034,0.1436,0.9883,0.18,0.0,0.0,8.3,0.14,0.53,26.0,,,,,,,,,,,,,,,,
IMU,5425430.0,-0.0034,0.1436,0.9883,0.18,0.0,0.0,8.3,0.14,0.53,26.0,,,,,,,,,,,,,,,,
IMU,5425430.0,-0.0034,0.1436,0.9883,0.18,0.0,0.0,8.3,0.14,0.53,26.0,,,,,,,,,,,,,,,,
IMU,5525371.0,-0.0039,0.1431,0.9883,0.18,0.06,0.0,8.31,0.14,0.53,26.0,,,,,,,,,,,,,,,,
IMU,5525371.0,-0.0039,0.1431,0.9883,0.18,0.06,0.0,8.31,0.14,0.53,26.0,,,,,,,,,,,,,,,,
IMU,5525371.0,-0.0039,0.1431,0.9883,0.18,0.06,0.0,8.31,0.14,0.53,26.0,,,,,,,,,,,,,,,,
IMU,5525371.0,-0.0039,0.1431,0.9883,0.18,0.06,0.0,8.31,0.14,0.53,26.0,,,,,,,,,,,,,,,,
IMU,5525371.0,-0.0039,0.1431,0.9883,0.18,0.06,0.0,8.31,0.14,0.53,26.0,,,,,,,,,,,,,,,,
IMU,5525371.0,-0.0039,0.1431,0.9883,0.18,0.06,0.0,8.31,0.14,0.53,26.0,,,,,,,,,,,,,,,,
IMU,5525371.0,-0.0039,0.1431,0.9883,0.18,0.06,0.0,8.31,0.14,0.53,26.0,,,,,,,,,,,,,,,,
IMU,5525371.0,-0.0039,0.1431,0.9883,0.18,0.06,0.0,8.31,0.14,0.53,26.0,,,,,,,,,,,,,,,,
IMU,5525371.0,-0.0039,0.1431,0.9883,0.18,0.06,0.0,8.31,0.14,0.53,26.0,,,,,,,,,,,,,,,,
IMU,5525371.0,-0.0039,0.1431,0.9883,0.18,0.06,0.0,8.31,0.14,0.53,26.0,,,,,,,,,,,,,,,,
IMU,5625307.0,-0.0034,0.146,0.9902,0.24,0.0,0.0,8.32,0.13,0.53,25.9,,,,,,,,,,,,,,,,
IMU,5625307.0,-0.0034,0.146,0.9902,0.24,0.0,0.0,8.32,0.13,0.53,25.9,,,,,,,,,,,,,,,,
IMU,5625307.0,-0.0034,0.146,0.9902,0.24,0.0,0.0,8.32,0.13,0.53,25.9,,,,,,,,,,,,,,,,
IMU,5625307.0,-0.0034,0.146,0.9902,0.24,0.0,0.0,8.32,0.13,0.53,25.9,,,,,,,,,,,,,,,,
IMU,5625307.0,-0.0034,0.146,0.9902,0.24,0.0,0.0,8.32,0.13,0.53,25.9,,,,,,,,,,,,,,,,
IMU,5625307.0,-0.0034,0.146,0.9902,0.24,0.0,0.0,8.32,0.13,0.53,25.9,,,,,,,,,,,,,,,,
IMU,5625307.0,-0.0034,0.146,0.9902,0.24,0.0,0.0,8.32,0.13,0.53,25.9,,,,,,,,,,,,,,,,
IMU,5625307.0,-0.0034,0.146,0.9902,0.24,0.0,0.0,8.32,0.13,0.53,25.9,,,,,,,,,,,,,,,,
IMU,5625307.0,-0.0034,0.146,0.9902,0.24,0.0,0.0,8.32,0.13,0.53,25.9,,,,,,,,,,,,,,,,
IMU,5625307.0,-0.0034,0.146,0.9902,0.24,0.0,0.0,8.32,0.13,0.53,25.9,,,,,,,,,,,,,,,,
IMU,5725202.0,-0.001,0.1426,0.9839,0.12,0.0,0.0,8.32,0.13,0.53,26.0,,,,,,,,,,,,,,,,
IMU,5725202.0,-0.001,0.1426,0.9839,0.12,0.0,0.0,8.32,0.13,0.53,26.0,,,,,,,,,,,,,,,,
IMU,5725202.0,-0.001,0.1426,0.9839,0.12,0.0,0.0,8.32,0.13,0.53,26.0,,,,,,,,,,,,,,,,
IMU,5725202.0,-0.001,0.1426,0.9839,0.12,0.0,0.0,8.32,0.13,0.53,26.0,,,,,,,,,,,,,,,,
IMU,5725202.0,-0.001,0.1426,0.9839,0.12,0.0,0.0,8.32,0.13,0.53,26.0,,,,,,,,,,,,,,,,
IMU,5725202.0,-0.001,0.1426,0.9839,0.12,0.0,0.0,8.32,0.13,0.53,26.0,,,,,,,,,,,,,,,,
IMU,5725202.0,-0.001,0.1426,0.9839,0.12,0.0,0.0,8.32,0.13,0.53,26.0,,,,,,,,,,,,,,,,
IMU,5725202.0,-0.001,0.1426,0.9839,0.12,0.0,0.0,8.32,0.13,0.53,26.0,,,,,,,,,,,,,,,,
IMU,5725202.0,-0.001,0.1426,0.9839,0.12,0.0,0.0,8.32,0.13,0.53,26.0,,,,,,,,,,,,,,,,
IMU,5725202.0,-0.001,0.1426,0.9839,0.12,0.0,0.0,8.32,0.13,0.53,26.0,,,,,,,,,,,,,,,,
IMU,5825133.0,-0.0024,0.1401,0.9912,0.24,0.06,0.0,8.32,0.14,0.53,26.2,,,,,,,,,,,,,,,,
IMU,5825133.0,-0.0024,0.1401,0.9912,0.24,0.06,0.0,8.32,0.14,0.53,26.2,,,,,,,,,,,,,,,,
IMU,5825133.0,-0.0024,0.1401,0.9912,0.24,0.06,0.0,8.32,0.14,0.53,26.2,,,,,,,,,,,,,,,,
IMU,5825133.0,-0.0024,0.1401,0.9912,0.24,0.06,0.0,8.32,0.14,0.53,26.2,,,,,,,,,,,,,,,,
IMU,5825133.0,-0.0024,0.1401,0.9912,0.24,0.06,0.0,8.32,0.14,0.53,26.2,,,,,,,,,,,,,,,,
IMU,5825133.0,-0.0024,0.1401,0.9912,0.24,0.06,0.0,8.32,0.14,0.53,26.2,,,,,,,,,,,,,,,,
IMU,5825133.0,-0.0024,0.1401,0.9912,0.24,0.06,0.0,8.32,0.14,0.53,26.2,,,,,,,,,,,,,,,,
IMU,5825133.0,-0.0024,0.1401,0.9912,0.24,0.06,0.0,8.32,0.14,0.53,26.2,,,,,,,,,,,,,,,,
IMU,5825133.0,-0.0024,0.1401,0.9912,0.24,0.06,0.0,8.32,0.14,0.53,26.2,,,,,,,,,,,,,,,,
IMU,5825133.0,-0.0024,0.1401,0.9912,0.24,0.06,0.0,8.32,0.14,0.53,26.2,,,,,,,,,,,,,,,,
IMU,5925052.0,-0.0005,0.1401,0.9893,0.06,0.0,0.0,8.32,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,5925052.0,-0.0005,0.1401,0.9893,0.06,0.0,0.0,8.32,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,5925052.0,-0.0005,0.1401,0.9893,0.06,0.0,0.0,8.32,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,5925052.0,-0.0005,0.1401,0.9893,0.06,0.0,0.0,8.32,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,5925052.0,-0.0005,0.1401,0.9893,0.06,0.0,0.0,8.32,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,5925052.0,-0.0005,0.1401,0.9893,0.06,0.0,0.0,8.32,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,5925052.0,-0.0005,0.1401,0.9893,0.06,0.0,0.0,8.32,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,5925052.0,-0.0005,0.1401,0.9893,0.06,0.0,0.0,8.32,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,5925052.0,-0.0005,0.1401,0.9893,0.06,0.0,0.0,8.32,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,5925052.0,-0.0005,0.1401,0.9893,0.06,0.0,0.0,8.32,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,6024995.0,-0.001,0.145,0.9907,0.12,0.0,0.0,8.32,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,6024995.0,-0.001,0.145,0.9907,0.12,0.0,0.0,8.32,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,6024995.0,-0.001,0.145,0.9907,0.12,0.0,0.0,8.32,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,6024995.0,-0.001,0.145,0.9907,0.12,0.0,0.0,8.32,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,6024995.0,-0.001,0.145,0.9907,0.12,0.0,0.0,8.32,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,6024995.0,-0.001,0.145,0.9907,0.12,0.0,0.0,8.32,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,6024995.0,-0.001,0.145,0.9907,0.12,0.0,0.0,8.32,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,6024995.0,-0.001,0.145,0.9907,0.12,0.0,0.0,8.32,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,6024995.0,-0.001,0.145,0.9907,0.12,0.0,0.0,8.32,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,6024995.0,-0.001,0.145,0.9907,0.12,0.0,0.0,8.32,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,6124935.0,-0.0049,0.1401,0.9873,0.0,0.12,0.0,8.32,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,6124935.0,-0.0049,0.1401,0.9873,0.0,0.12,0.0,8.32,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,6124935.0,-0.0049,0.1401,0.9873,0.0,0.12,0.0,8.32,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,6124935.0,-0.0049,0.1401,0.9873,0.0,0.12,0.0,8.32,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,6124935.0,-0.0049,0.1401,0.9873,0.0,0.12,0.0,8.32,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,6124935.0,-0.0049,0.1401,0.9873,0.0,0.12,0.0,8.32,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,6124935.0,-0.0049,0.1401,0.9873,0.0,0.12,0.0,8.32,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,6124935.0,-0.0049,0.1401,0.9873,0.0,0.12,0.0,8.32,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,6124935.0,-0.0049,0.1401,0.9873,0.0,0.12,0.0,8.32,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,6124935.0,-0.0049,0.1401,0.9873,0.0,0.12,0.0,8.32,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,6224857.0,-0.0024,0.1406,0.9897,0.12,0.06,0.0,8.32,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,6224857.0,-0.0024,0.1406,0.9897,0.12,0.06,0.0,8.32,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,6224857.0,-0.0024,0.1406,0.9897,0.12,0.06,0.0,8.32,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,6224857.0,-0.0024,0.1406,0.9897,0.12,0.06,0.0,8.32,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,6224857.0,-0.0024,0.1406,0.9897,0.12,0.06,0.0,8.32,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,6224857.0,-0.0024,0.1406,0.9897,0.12,0.06,0.0,8.32,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,6224857.0,-0.0024,0.1406,0.9897,0.12,0.06,0.0,8.32,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,6224857.0,-0.0024,0.1406,0.9897,0.12,0.06,0.0,8.32,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,6224857.0,-0.0024,0.1406,0.9897,0.12,0.06,0.0,8.32,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,6224857.0,-0.0024,0.1406,0.9897,0.12,0.06,0.0,8.32,0.14,0.53,26.1,,,,,,,,,,,,,,,,
IMU,6324786.0,-0.0034,0.1406,0.9873,0.0,0.12,0.0,8.32,0.14,0.54,26.0,,,,,,,,,,,,,,,,
IMU,6324786.0,-0.0034,0.1406,0.9873,0.0,0.12,0.0,8.32,0.14,0.54,26.0,,,,,,,,,,,,,,,,
IMU,6324786.0,-0.0034,0.1406,0.9873,0.0,0.12,0.0,8.32,0.14,0.54,26.0,,,,,,,,,,,,,,,,
IMU,6324786.0,-0.0034,0.1406,0.9873,0.0,0.12,0.0,8.32,0.14,0.54,26.0,,,,,,,,,,,,,,,,
IMU,6324786.0,-0.0034,0.1406,0.9873,0.0,0.12,0.0,8.32,0.14,0.54,26.0,,,,,,,,,,,,,,,,
IMU,6324786.0,-0.0034,0.1406,0.9873,0.0,0.12,0.0,8.32,0.14,0.54,26.0,,,,,,,,,,,,,,,,
IMU,6324786.0,-0.0034,0.1406,0.9873,0.0,0.12,0.0,8.32,0.14,0.54,26.0,,,,,,,,,,,,,,,,
IMU,6324786.0,-0.0034,0.1406,0.9873,0.0,0.12,0.0,8.32,0.14,0.54,26.0,,,,,,,,,,,,,,,,
IMU,6324786.0,-0.0034,0.1406,0.9873,0.0,0.12,0.0,8.32,0.14,0.54,26.0,,,,,,,,,,,,,,,,
IMU,6324786.0,-0.0034,0.1406,0.9873,0.0,0.12,0.0,8.32,0.14,0.54,26.0,,,,,,,,,,,,,,,,
IMU,6424711.0,0.0776,0.2134,0.9033,3.3,-2.08,-0.37,8.34,0.09,0.51,26.0,,,,,,,,,,,,,,,,
IMU,6424711.0,0.0776,0.2134,0.9033,3.3,-2.08,-0.37,8.34,0.09,0.51,26.0,,,,,,,,,,,,,,,,
IMU,6424711.0,0.0776,0.2134,0.9033,3.3,-2.08,-0.37,8.34,0.09,0.51,26.0,,,,,,,,,,,,,,,,
IMU,6424711.0,0.0776,0.2134,0.9033,3.3,-2.08,-0.37,8.34,0.09,0.51,26.0,,,,,,,,,,,,,,,,
IMU,6424711.0,0.0776,0.2134,0.9033,3.3,-2.08,-0.37,8.34,0.09,0.51,26.0,,,,,,,,,,,,,,,,
IMU,6424711.0,0.0776,0.2134,0.9033,3.3,-2.08,-0.37,8.34,0.09,0.51,26.0,,,,,,,,,,,,,,,,
IMU,6424711.0,0.0776,0.2134,0.9033,3.3,-2.08,-0.37,8.34,0.09,0.51,26.0,,,,,,,,,,,,,,,,
IMU,6424711.0,0.0776,0.2134,0.9033,3.3,-2.08,-0.37,8.34,0.09,0.51,26.0,,,,,,,,,,,,,,,,
IMU,6424711.0,0.0776,0.2134,0.9033,3.3,-2.08,-0.37,8.34,0.09,0.51,26.0,,,,,,,,,,,,,,,,
IMU,6524646.0,0.0269,0.1626,0.9429,0.79,-0.37,-0.06,8.31,0.14,0.52,26.0,,,,,,,,,,,,,,,,
IMU,6524646.0,0.0269,0.1626,0.9429,0.79,-0.37,-0.06,8.31,0.14,0.52,26.0,,,,,,,,,,,,,,,,
IMU,6524646.0,0.0269,0.1626,0.9429,0.79,-0.37,-0.06,8.31,0.14,0.52,26.0,,,,,,,,,,,,,,,,
IMU,6524646.0,0.0269,0.1626,0.9429,0.79,-0.37,-0.06,8.31,0.14,0.52,26.0,,,,,,,,,,,,,,,,
IMU,6524646.0,0.0269,0.1626,0.9429,0.79,-0.37,-0.06,8.31,0.14,0.52,26.0,,,,,,,,,,,,,,,,
IMU,6524646.0,0.0269,0.1626,0.9429,0.79,-0.37,-0.06,8.31,0.14,0.52,26.0,,,,,,,,,,,,,,,,
IMU,6524646.0,0.0269,0.1626,0.9429,0.79,-0.37,-0.06,8.31,0.14,0.52,26.0,,,,,,,,,,,,,,,,
IMU,6524646.0,0.0269,0.1626,0.9429,0.79,-0.37,-0.06,8.31,0.14,0.52,26.0,,,,,,,,,,,,,,,,
IMU,6524646.0,0.0269,0.1626,0.9429,0.79,-0.37,-0.06,8.31,0.14,0.52,26.0,,,,,,,,,,,,,,,,
IMU,6524646.0,0.0269,0.1626,0.9429,0.79,-0.37,-0.06,8.31,0.14,0.52,26.0,,,,,,,,,,,,,,,,
IMU,6624549.0,0.0015,0.1338,0.9805,0.67,-0.92,0.0,8.32,0.13,0.52,26.1,,,,,,,,,,,,,,,,
IMU,6624549.0,0.0015,0.1338,0.9805,0.67,-0.92,0.0,8.32,0.13,0.52,26.1,,,,,,,,,,,,,,,,
IMU,6624549.0,0.0015,0.1338,0.9805,0.67,-0.92,0.0,8.32,0.13,0.52,26.1,,,,,,,,,,,,,,,,
IMU,6624549.0,0.0015,0.1338,0.9805,0.67,-0.92,0.0,8.32,0.13,0.52,26.1,,,,,,,,,,,,,,,,
IMU,6624549.0,0.0015,0.1338,0.9805,0.67,-0.92,0.0,8.32,0.13,0.52,26.1,,,,,,,,,,,,,,,,
IMU,6624549.0,0.0015,0.1338,0.9805,0.67,-0.92,0.0,8.32,0.13,0.52,26.1,,,,,,,,,,,,,,,,
IMU,6624549.0,0.0015,0.1338,0.9805,0.67,-0.92,0.0,8.32,0.13,0.52,26.1,,,,,,,,,,,,,,,,
IMU,6624549.0,0.0015,0.1338,0.9805,0.67,-0.92,0.0,8.32,0.13,0.52,26.1,,,,,,,,,,,,,,,,
IMU,6624549.0,0.0015,0.1338,0.9805,0.67,-0.92,0.0,8.32,0.13,0.52,26.1,,,,,,,,,,,,,,,,
IMU,6624549.0,0.0015,0.1338,0.9805,0.67,-0.92,0.0,8.32,0.13,0.52,26.1,,,,,,,,,,,,,,,,
IMU,6724489.0,0.0229,0.1421,0.9517,-1.28,0.37,-0.18,8.29,0.16,0.52,26.1,,,,,,,,,,,,,,,,
IMU,6724489.0,0.0229,0.1421,0.9517,-1.28,0.37,-0.18,8.29,0.16,0.52,26.1,,,,,,,,,,,,,,,,
IMU,6724489.0,0.0229,0.1421,0.9517,-1.28,0.37,-0.18,8.29,0.16,0.52,26.1,,,,,,,,,,,,,,,,
IMU,6724489.0,0.0229,0.1421,0.9517,-1.28,0.37,-0.18,8.29,0.16,0.52,26.1,,,,,,,,,,,,,,,,
IMU,6724489.0,0.0229,0.1421,0.9517,-1.28,0.37,-0.18,8.29,0.16,0.52,26.1,,,,,,,,,,,,,,,,
IMU,6724489.0,0.0229,0.1421,0.9517,-1.28,0.37,-0.18,8.29,0.16,0.52,26.1,,,,,,,,,,,,,,,,
IMU,6724489.0,0.0229,0.1421,0.9517,-1.28,0.37,-0.18,8.29,0.16,0.52,26.1,,,,,,,,,,,,,,,,
IMU,6724489.0,0.0229,0.1421,0.9517,-1.28,0.37,-0.18,8.29,0.16,0.52,26.1,,,,,,,,,,,,,,,,
IMU,6724489.0,0.0229,0.1421,0.9517,-1.28,0.37,-0.18,8.29,0.16,0.52,26.1,,,,,,,,,,,,,,,,
IMU,6724489.0,0.0229,0.1421,0.9517,-1.28,0.37,-0.18,8.29,0.16,0.52,26.1,,,,,,,,,,,,,,,,
IMU,6824425.0,-0.0176,0.1377,1.0024,0.43,-0.18,0.06,8.25,0.19,0.5,26.1,,,,,,,,,,,,,,,,
