type,t_us,idx,ax,ay,az,gx,gy,gz,roll,pitch,yaw,temp,state,shank_deg,shank_rate_dps,acc_g,knee_rad,knee_vel,tau_g,tau_imp,tau_cmd,tau_fb,k,b,theta_eq,landing,flex_peak,shank_cross
IMU,5658290.0,1,0.2446,0.1147,0.9673,0.0,0.12,0.0,6.81,-14.21,32.15,26.8,,,,,,,,,,,,,,,,
IMU,5653020.0,2,0.1523,0.1455,0.9805,0.06,0.12,0.0,8.59,-8.82,32.03,27.5,,,,,,,,,,,,,,,,
IMU,5758460.0,1,0.2446,0.1152,0.9678,-0.06,0.0,0.0,6.81,-14.22,32.15,26.9,,,,,,,,,,,,,,,,
IMU,5752922.0,2,0.1602,0.147,0.978,0.18,0.0,0.0,8.59,-8.83,32.03,27.4,,,,,,,,,,,,,,,,
IMU,5758460.0,1,0.2446,0.1152,0.9678,-0.06,0.0,0.0,6.81,-14.22,32.15,26.9,,,,,,,,,,,,,,,,
IMU,5752922.0,2,0.1602,0.147,0.978,0.18,0.0,0.0,8.59,-8.83,32.03,27.4,,,,,,,,,,,,,,,,
IMU,5758460.0,1,0.2446,0.1152,0.9678,-0.06,0.0,0.0,6.81,-14.22,32.15,26.9,,,,,,,,,,,,,,,,
IMU,5852858.0,2,0.1519,0.1465,0.9785,0.0,0.12,0.0,8.59,-8.83,32.03,27.6,,,,,,,,,,,,,,,,
IMU,5858610.0,1,0.248,0.1152,0.9663,0.0,0.0,0.0,6.81,-14.21,32.15,26.9,,,,,,,,,,,,,,,,
IMU,5852858.0,2,0.1519,0.1465,0.9785,0.0,0.12,0.0,8.59,-8.83,32.03,27.6,,,,,,,,,,,,,,,,
IMU,5858610.0,1,0.248,0.1152,0.9663,0.0,0.0,0.0,6.81,-14.21,32.15,26.9,,,,,,,,,,,,,,,,
IMU,5852858.0,2,0.1519,0.1465,0.9785,0.0,0.12,0.0,8.59,-8.83,32.03,27.6,,,,,,,,,,,,,,,,
IMU,5958859.0,1,0.2432,0.1157,0.9688,0.0,0.06,0.0,6.81,-14.22,32.15,26.9,,,,,,,,,,,,,,,,
IMU,5952758.0,2,0.1562,0.147,0.9814,0.18,0.0,0.0,8.59,-8.83,32.03,27.6,,,,,,,,,,,,,,,,
IMU,5958859.0,1,0.2432,0.1157,0.9688,0.0,0.06,0.0,6.81,-14.22,32.15,26.9,,,,,,,,,,,,,,,,
IMU,5952758.0,2,0.1562,0.147,0.9814,0.18,0.0,0.0,8.59,-8.83,32.03,27.6,,,,,,,,,,,,,,,,
IMU,5958859.0,1,0.2432,0.1157,0.9688,0.0,0.06,0.0,6.81,-14.22,32.15,26.9,,,,,,,,,,,,,,,,
IMU,6052716.0,2,0.1572,0.1436,0.9697,0.06,0.12,0.0,8.59,-8.83,32.03,27.6,,,,,,,,,,,,,,,,
IMU,6059060.0,1,0.25,0.1182,0.9609,0.0,0.06,0.0,6.81,-14.21,32.15,26.7,,,,,,,,,,,,,,,,
IMU,6052716.0,2,0.1572,0.1436,0.9697,0.06,0.12,0.0,8.59,-8.83,32.03,27.6,,,,,,,,,,,,,,,,
IMU,6059060.0,1,0.25,0.1182,0.9609,0.0,0.06,0.0,6.81,-14.21,32.15,26.7,,,,,,,,,,,,,,,,
IMU,6052716.0,2,0.1572,0.1436,0.9697,0.06,0.12,0.0,8.59,-8.83,32.03,27.6,,,,,,,,,,,,,,,,
IMU,6159234.0,1,0.248,0.1162,0.9639,0.0,0.06,0.0,6.81,-14.21,32.15,26.7,,,,,,,,,,,,,,,,
IMU,6152612.0,2,0.1523,0.145,0.978,0.0,0.31,0.0,8.59,-8.82,32.03,27.5,,,,,,,,,,,,,,,,
IMU,6159234.0,1,0.248,0.1162,0.9639,0.0,0.06,0.0,6.81,-14.21,32.15,26.7,,,,,,,,,,,,,,,,
IMU,6152612.0,2,0.1523,0.145,0.978,0.0,0.31,0.0,8.59,-8.82,32.03,27.5,,,,,,,,,,,,,,,,
IMU,6159234.0,1,0.248,0.1162,0.9639,0.0,0.06,0.0,6.81,-14.21,32.15,26.7,,,,,,,,,,,,,,,,
IMU,6252519.0,2,0.1528,0.1455,0.9785,0.12,0.06,0.0,8.59,-8.83,32.03,27.6,,,,,,,,,,,,,,,,
IMU,6259440.0,1,0.2485,0.1143,0.9668,-0.06,-0.06,0.0,6.81,-14.21,32.15,26.9,,,,,,,,,,,,,,,,
IMU,6252519.0,2,0.1528,0.1455,0.9785,0.12,0.06,0.0,8.59,-8.83,32.03,27.6,,,,,,,,,,,,,,,,
IMU,6259440.0,1,0.2485,0.1143,0.9668,-0.06,-0.06,0.0,6.81,-14.21,32.15,26.9,,,,,,,,,,,,,,,,
IMU,6252519.0,2,0.1528,0.1455,0.9785,0.12,0.06,0.0,8.59,-8.83,32.03,27.6,,,,,,,,,,,,,,,,
IMU,6359665.0,1,0.249,0.1157,0.9619,-0.06,-0.12,0.0,6.81,-14.21,32.15,26.9,,,,,,,,,,,,,,,,
IMU,6352458.0,2,0.1582,0.1445,0.9712,0.06,0.0,0.0,8.59,-8.83,32.03,27.6,,,,,,,,,,,,,,,,
IMU,6359665.0,1,0.249,0.1157,0.9619,-0.06,-0.12,0.0,6.81,-14.21,32.15,26.9,,,,,,,,,,,,,,,,
IMU,6352458.0,2,0.1582,0.1445,0.9712,0.06,0.0,0.0,8.59,-8.83,32.03,27.6,,,,,,,,,,,,,,,,
IMU,6359665.0,1,0.249,0.1157,0.9619,-0.06,-0.12,0.0,6.81,-14.21,32.15,26.9,,,,,,,,,,,,,,,,
IMU,6452395.0,2,0.1567,0.146,0.9756,0.06,0.12,0.0,8.59,-8.83,32.03,27.6,,,,,,,,,,,,,,,,
IMU,6459763.0,1,0.2515,0.1172,0.9619,0.0,0.0,0.0,6.81,-14.21,32.15,26.8,,,,,,,,,,,,,,,,
IMU,6452395.0,2,0.1567,0.146,0.9756,0.06,0.12,0.0,8.59,-8.83,32.03,27.6,,,,,,,,,,,,,,,,
IMU,6459763.0,1,0.2515,0.1172,0.9619,0.0,0.0,0.0,6.81,-14.21,32.15,26.8,,,,,,,,,,,,,,,,
IMU,6452395.0,2,0.1567,0.146,0.9756,0.06,0.12,0.0,8.59,-8.83,32.03,27.6,,,,,,,,,,,,,,,,
IMU,6560018.0,1,0.2451,0.1143,0.9653,0.06,0.06,0.0,6.81,-14.21,32.15,26.7,,,,,,,,,,,,,,,,
IMU,6552245.0,2,0.1504,0.144,0.9785,0.0,0.0,0.0,8.59,-8.83,32.03,27.5,,,,,,,,,,,,,,,,
IMU,6560018.0,1,0.2451,0.1143,0.9653,0.06,0.06,0.0,6.81,-14.21,32.15,26.7,,,,,,,,,,,,,,,,
IMU,6552245.0,2,0.1504,0.144,0.9785,0.0,0.0,0.0,8.59,-8.83,32.03,27.5,,,,,,,,,,,,,,,,
IMU,6560018.0,1,0.2451,0.1143,0.9653,0.06,0.06,0.0,6.81,-14.21,32.15,26.7,,,,,,,,,,,,,,,,
IMU,6652205.0,2,0.1567,0.1436,0.9761,0.06,0.0,0.0,8.59,-8.83,32.03,27.8,,,,,,,,,,,,,,,,
IMU,6660239.0,1,0.248,0.1172,0.9639,0.0,-0.06,0.0,6.81,-14.21,32.15,26.8,,,,,,,,,,,,,,,,
IMU,6652205.0,2,0.1567,0.1436,0.9761,0.06,0.0,0.0,8.59,-8.83,32.03,27.8,,,,,,,,,,,,,,,,
IMU,6660239.0,1,0.248,0.1172,0.9639,0.0,-0.06,0.0,6.81,-14.21,32.15,26.8,,,,,,,,,,,,,,,,
