type,t_us,ax,ay,az,gx,gy,gz,roll,pitch,yaw,temp,state,shank_deg,shank_rate_dps,acc_g,knee_rad,knee_vel,tau_g,tau_imp,tau_cmd,tau_fb,k,b,theta_eq,landing,flex_peak,shank_cross
EXO,162012071,,,,,,,,,,,SAFE,-5.378,0.0,0.999,0.745,0.062,-0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0
EXO,162112071,,,,,,,,,,,SAFE,-5.405,-0.061,0.998,0.745,0.033,-0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0
EXO,162212071,,,,,,,,,,,SAFE,-5.416,0.305,0.994,0.745,-0.032,-0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0
EXO,162312071,,,,,,,,,,,SAFE,-5.438,0.244,1.0,0.745,0.13,-0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0,0.0
EXO,162412071,,,,,,,,,,,SAFE,-5.449,-0.61,1.005,0.745,-0.019,-0.0,0.0,0.0,-0.002,0.0,0.0,0.0,0.0,0.0,0.0
EXO,162512071,,,,,,,,,,,SAFE,-5.411,0.61,0.998,0.745,0.029,-0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0
EXO,162612071,,,,,,,,,,,SAFE,-5.411,0.427,0.996,0.745,-0.03,-0.0,0.0,0.0,-0.003,0.0,0.0,0.0,0.0,0.0,0.0
EXO,162712071,,,,,,,,,,,SAFE,-5.427,-0.244,1.005,0.745,0.113,-0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0
EXO,162812071,,,,,,,,,,,SAFE,-5.411,-1.038,1.001,0.745,-0.064,-0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0
EXO,162912071,,,,,,,,,,,SAFE,-5.427,0.061,0.996,0.745,0.056,-0.0,0.0,0.0,-0.013,0.0,0.0,0.0,0.0,0.0,0.0
EXO,163012071,,,,,,,,,,,SAFE,-5.444,0.793,1.004,0.745,-0.073,-0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0
EXO,163112071,,,,,,,,,,,SAFE,-5.433,-0.244,0.997,0.745,-0.025,-0.0,0.0,0.0,-0.015,0.0,0.0,0.0,0.0,0.0,0.0
EXO,163212071,,,,,,,,,,,SAFE,-5.444,0.122,1.0,0.745,0.025,-0.0,0.0,0.0,-0.005,0.0,0.0,0.0,0.0,0.0,0.0
EXO,163312071,,,,,,,,,,,SAFE,-5.444,0.0,1.0,0.745,0.06,-0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0
EXO,163412071,,,,,,,,,,,SAFE,-5.416,0.244,0.995,0.745,0.044,-0.0,0.0,0.0,-0.012,0.0,0.0,0.0,0.0,0.0,0.0
EXO,163512071,,,,,,,,,,,SAFE,-5.411,1.77,0.994,0.745,0.014,-0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0
EXO,163612071,,,,,,,,,,,SAFE,-5.444,0.488,1.0,0.745,-0.07,-0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0
EXO,163712071,,,,,,,,,,,SAFE,-5.427,0.427,1.003,0.745,0.07,-0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0,0.0
EXO,163812071,,,,,,,,,,,SAFE,-5.416,0.671,1.002,0.745,0.028,-0.0,0.0,0.0,-0.008,0.0,0.0,0.0,0.0,0.0,0.0
EXO,163912071,,,,,,,,,,,SAFE,-5.405,0.488,0.986,0.745,-0.018,-0.0,0.0,0.0,-0.002,0.0,0.0,0.0,0.0,0.0,0.0
EXO,164012071,,,,,,,,,,,SAFE,-5.433,2.686,0.992,0.745,0.032,-0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0
EXO,164112071,,,,,,,,,,,SAFE,-5.466,1.038,0.997,0.745,-0.011,-0.0,0.0,0.0,-0.003,0.0,0.0,0.0,0.0,0.0,0.0
EXO,164212071,,,,,,,,,,,SAFE,-5.4,-0.427,1.006,0.745,0.006,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXO,164312071,,,,,,,,,,,SAFE,-5.422,1.221,0.993,0.745,-0.077,-0.0,0.0,0.0,-0.008,0.0,0.0,0.0,0.0,0.0,0.0
EXO,164412071,,,,,,,,,,,SAFE,-5.433,2.014,0.994,0.745,0.006,-0.0,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0
EXO,164512071,,,,,,,,,,,SAFE,-5.433,-0.122,0.993,0.745,-0.034,-0.0,0.0,0.0,-0.009,0.0,0.0,0.0,0.0,0.0,0.0
EXO,164612071,,,,,,,,,,,SAFE,-5.378,0.977,0.998,0.745,0.011,-0.0,0.0,0.0,-0.006,0.0,0.0,0.0,0.0,0.0,0.0
EXO,164712071,,,,,,,,,,,SAFE,-5.427,1.282,0.997,0.745,-0.089,-0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0
EXO,164812071,,,,,,,,,,,SAFE,-5.46,1.831,0.998,0.745,0.033,-0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0
EXO,164912071,,,,,,,,,,,SAFE,-5.405,-0.549,0.994,0.745,-0.122,-0.0,0.0,0.0,-0.014,0.0,0.0,0.0,0.0,0.0,0.0
EXO,165012071,,,,,,,,,,,SAFE,-5.4,0.427,0.999,0.745,0.034,-0.0,0.0,0.0,-0.003,0.0,0.0,0.0,0.0,0.0,0.0
EXO,165112071,,,,,,,,,,,SAFE,-5.411,1.038,0.994,0.745,0.095,-0.0,0.0,0.0,-0.02,0.0,0.0,0.0,0.0,0.0,0.0
EXO,165212073,,,,,,,,,,,SAFE,-5.427,1.221,0.992,0.745,-0.06,-0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0
EXO,165312081,,,,,,,,,,,SAFE,-5.411,0.549,0.997,0.745,-0.013,-0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0
EXO,165412087,,,,,,,,,,,SAFE,-5.416,1.465,0.99,0.745,0.113,-0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0
EXO,165512078,,,,,,,,,,,SAFE,-5.422,0.977,0.997,0.745,-0.009,-0.0,0.0,0.0,-0.003,0.0,0.0,0.0,0.0,0.0,0.0
EXO,165612084,,,,,,,,,,,SAFE,-5.411,0.183,0.996,0.745,-0.006,-0.0,0.0,0.0,-0.011,0.0,0.0,0.0,0.0,0.0,0.0
EXO,165712078,,,,,,,,,,,SAFE,-5.372,1.526,0.992,0.745,0.017,-0.0,0.0,0.0,-0.005,0.0,0.0,0.0,0.0,0.0,0.0
EXO,165812084,,,,,,,,,,,SAFE,-5.438,1.709,0.997,0.745,0.033,-0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0
EXO,165912084,,,,,,,,,,,SAFE,-5.394,-0.244,1.002,0.745,-0.01,-0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0
EXO,166012078,,,,,,,,,,,SAFE,-5.367,-0.427,0.993,0.745,0.057,-0.0,0.0,0.0,-0.004,0.0,0.0,0.0,0.0,0.0,0.0
EXO,166112084,,,,,,,,,,,SAFE,-5.372,2.38,0.985,0.745,0.096,-0.0,0.0,0.0,-0.004,0.0,0.0,0.0,0.0,0.0,0.0
EXO,166212078,,,,,,,,,,,SAFE,-5.46,1.465,0.994,0.745,0.017,-0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0
EXO,166312084,,,,,,,,,,,SAFE,-5.405,-1.16,1.0,0.745,-0.081,-0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0
EXO,166412084,,,,,,,,,,,SAFE,-5.356,0.977,0.995,0.745,-0.018,-0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0,0.0
EXO,166512078,,,,,,,,,,,SAFE,-5.383,2.014,0.991,0.745,-0.088,-0.0,0.0,0.0,-0.003,0.0,0.0,0.0,0.0,0.0,0.0
EXO,166612084,,,,,,,,,,,SAFE,-5.427,0.061,0.994,0.745,0.123,-0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0
EXO,166712078,,,,,,,,,,,SAFE,-5.356,1.709,0.994,0.745,0.04,-0.0,0.0,0.0,-0.004,0.0,0.0,0.0,0.0,0.0,0.0
EXO,166812084,,,,,,,,,,,SAFE,-5.422,0.427,0.997,0.745,-0.029,-0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0,0.0
EXO,166912090,,,,,,,,,,,SAFE,-5.411,1.038,0.995,0.745,-0.003,-0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0
EXO,167012078,,,,,,,,,,,SAFE,-5.405,0.61,0.996,0.745,-0.009,-0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0
EXO,167112084,,,,,,,,,,,SAFE,-5.405,0.916,0.995,0.745,0.007,-0.0,0.0,0.0,-0.004,0.0,0.0,0.0,0.0,0.0,0.0
EXO,167212078,,,,,,,,,,,SAFE,-5.416,0.244,0.999,0.745,-0.006,-0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0
EXO,167312084,,,,,,,,,,,SAFE,-5.405,0.427,0.996,0.745,0.127,-0.0,0.0,0.0,-0.012,0.0,0.0,0.0,0.0,0.0,0.0
EXO,167412085,,,,,,,,,,,SAFE,-5.383,0.732,0.991,0.745,0.028,-0.0,0.0,0.0,-0.004,0.0,0.0,0.0,0.0,0.0,0.0
EXO,167512078,,,,,,,,,,,SAFE,-5.416,1.16,0.996,0.745,0.064,-0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0
EXO,167612084,,,,,,,,,,,SAFE,-5.405,0.427,0.999,0.745,0.113,-0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0
EXO,167712078,,,,,,,,,,,SAFE,-5.405,0.244,0.997,0.745,0.019,-0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0
EXO,167812084,,,,,,,,,,,SAFE,-5.411,0.671,0.997,0.745,-0.065,-0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0
EXO,167912086,,,,,,,,,,,SAFE,-5.378,1.282,0.994,0.745,0.079,-0.0,0.0,0.0,-0.009,0.0,0.0,0.0,0.0,0.0,0.0
EXO,168012080,,,,,,,,,,,SAFE,-5.394,1.038,0.994,0.745,-0.042,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXO,168112086,,,,,,,,,,,SAFE,-5.411,0.549,0.995,0.745,-0.04,-0.0,0.0,0.0,-0.006,0.0,0.0,0.0,0.0,0.0,0.0
EXO,168212080,,,,,,,,,,,SAFE,-5.389,0.549,1.002,0.745,0.041,-0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0
EXO,168312086,,,,,,,,,,,SAFE,-5.372,0.488,0.992,0.745,-0.048,-0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0
EXO,168412088,,,,,,,,,,,SAFE,-5.383,1.038,0.988,0.745,0.018,-0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0,0.0
EXO,168512080,,,,,,,,,,,SAFE,-5.416,1.282,1.004,0.745,0.022,-0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0
EXO,168612088,,,,,,,,,,,SAFE,-5.394,-0.732,1.002,0.745,0.011,-0.0,0.0,0.0,-0.002,0.0,0.0,0.0,0.0,0.0,0.0
EXO,168712080,,,,,,,,,,,SAFE,-5.334,0.61,0.99,0.745,-0.07,-0.0,0.0,0.0,-0.008,0.0,0.0,0.0,0.0,0.0,0.0
EXO,168812088,,,,,,,,,,,SAFE,-5.4,2.258,0.993,0.745,0.038,-0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0
EXO,168912087,,,,,,,,,,,SAFE,-5.427,-0.671,1.001,0.745,0.048,-0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0
EXO,169012082,,,,,,,,,,,SAFE,-5.35,-0.732,0.998,0.745,-0.036,-0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0
EXO,169112087,,,,,,,,,,,SAFE,-5.367,2.502,0.992,0.745,-0.023,-0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0
EXO,169212082,,,,,,,,,,,SAFE,-5.416,0.854,0.992,0.745,-0.07,-0.0,0.0,0.0,-0.012,0.0,0.0,0.0,0.0,0.0,0.0
EXO,169312087,,,,,,,,,,,SAFE,-5.422,0.488,0.996,0.745,-0.017,-0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0
EXO,169412086,,,,,,,,,,,SAFE,-5.389,0.732,0.999,0.745,0.034,-0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
EXO,169512080,,,,,,,,,,,SAFE,-5.405,0.854,1.002,0.745,0.01,-0.0,0.0,0.0,-0.011,0.0,0.0,0.0,0.0,0.0,0.0
EXO,169612086,,,,,,,,,,,SAFE,-5.383,0.488,0.996,0.745,0.021,-0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0
EXO,169712080,,,,,,,,,,,SAFE,-5.372,1.587,0.994,0.745,0.069,-0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0
EXO,169812086,,,,,,,,,,,SAFE,-5.438,0.0,1.005,0.745,0.103,-0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0
EXO,169912088,,,,,,,,,,,SAFE,-5.372,-0.366,1.004,0.745,-0.072,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXO,170012080,,,,,,,,,,,SAFE,-5.405,0.0,0.998,0.745,-0.089,-0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0
EXO,170112086,,,,,,,,,,,SAFE,-5.372,2.441,0.996,0.745,0.009,-0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0
EXO,170212080,,,,,,,,,,,SAFE,-5.378,-0.427,1.008,0.745,-0.026,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXO,170312086,,,,,,,,,,,SAFE,-5.4,-0.61,1.016,0.745,0.036,-0.0,0.0,0.0,-0.004,0.0,0.0,0.0,0.0,0.0,0.0
EXO,170412086,,,,,,,,,,,SAFE,-5.367,1.221,0.998,0.745,0.003,-0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0
EXO,170512080,,,,,,,,,,,SAFE,-5.383,0.916,1.001,0.745,0.08,-0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0
EXO,170612086,,,,,,,,,,,SAFE,-5.378,-0.549,1.009,0.745,-0.003,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXO,170712080,,,,,,,,,,,SAFE,-5.378,-0.244,1.006,0.745,-0.138,-0.0,0.0,0.0,-0.02,0.0,0.0,0.0,0.0,0.0,0.0
EXO,170812086,,,,,,,,,,,SAFE,-5.383,1.404,1.004,0.745,-0.084,-0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0
EXO,170912086,,,,,,,,,,,SAFE,-5.389,0.244,1.003,0.745,0.007,-0.0,0.0,0.0,-0.007,0.0,0.0,0.0,0.0,0.0,0.0
EXO,171012080,,,,,,,,,,,SAFE,-5.378,-1.16,1.007,0.745,-0.062,-0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0
EXO,171112086,,,,,,,,,,,SAFE,-5.394,0.0,1.009,0.745,0.036,-0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0
EXO,171212080,,,,,,,,,,,SAFE,-5.383,0.0,1.012,0.745,0.029,-0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0
EXO,171312086,,,,,,,,,,,SAFE,-5.378,-0.732,1.008,0.745,0.015,-0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0
EXO,171412084,,,,,,,,,,,SAFE,-5.383,-0.671,1.013,0.745,0.073,-0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0
EXO,171512078,,,,,,,,,,,SAFE,-5.372,-0.671,1.003,0.745,0.057,-0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0
EXO,171612084,,,,,,,,,,,SAFE,-5.383,-0.061,1.007,0.745,-0.005,-0.0,0.0,0.0,-0.008,0.0,0.0,0.0,0.0,0.0,0.0
EXO,171712078,,,,,,,,,,,SAFE,-5.389,-0.732,1.004,0.745,0.053,-0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0
EXO,171812084,,,,,,,,,,,SAFE,-5.367,-1.465,1.002,0.745,-0.01,-0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
EXO,171912086,,,,,,,,,,,SAFE,-5.378,-0.061,1.005,0.745,-0.16,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXO,172012078,,,,,,,,,,,SAFE,-5.372,-0.61,1.016,0.745,0.124,-0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0,0.0
EXO,172112086,,,,,,,,,,,SAFE,-5.328,-3.54,1.015,0.745,-0.023,-0.0,0.0,0.0,-0.008,0.0,0.0,0.0,0.0,0.0,0.0
EXO,172212078,,,,,,,,,,,SAFE,-5.323,0.0,0.993,0.745,0.084,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXO,172312086,,,,,,,,,,,SAFE,-5.339,0.854,0.992,0.745,0.093,-0.0,0.0,0.0,-0.004,0.0,0.0,0.0,0.0,0.0,0.0
EXO,172412084,,,,,,,,,,,SAFE,-5.339,-0.366,0.999,0.745,0.075,-0.0,0.0,0.0,-0.006,0.0,0.0,0.0,0.0,0.0,0.0
EXO,172512078,,,,,,,,,,,SAFE,-5.328,-0.183,1.005,0.745,0.034,-0.0,0.0,0.0,-0.008,0.0,0.0,0.0,0.0,0.0,0.0
EXO,172612084,,,,,,,,,,,SAFE,-5.328,-0.183,1.006,0.745,-0.135,-0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0
EXO,172712078,,,,,,,,,,,SAFE,-5.306,-0.488,0.995,0.745,-0.011,-0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
EXO,172812084,,,,,,,,,,,SAFE,-5.312,0.732,0.992,0.745,-0.04,-0.0,0.0,0.0,-0.006,0.0,0.0,0.0,0.0,0.0,0.0
EXO,172912086,,,,,,,,,,,SAFE,-5.295,0.61,0.993,0.745,0.032,-0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0
EXO,173012080,,,,,,,,,,,SAFE,-5.361,0.244,1.001,0.745,-0.009,-0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0
EXO,173112086,,,,,,,,,,,SAFE,-5.323,-0.732,1.011,0.745,0.001,-0.0,0.0,0.0,-0.018,0.0,0.0,0.0,0.0,0.0,0.0
EXO,173212080,,,,,,,,,,,SAFE,-5.356,0.427,1.012,0.745,-0.104,-0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0
EXO,173312086,,,,,,,,,,,SAFE,-5.323,-0.916,1.01,0.745,0.01,-0.0,0.0,0.0,-0.003,0.0,0.0,0.0,0.0,0.0,0.0
EXO,173412088,,,,,,,,,,,SAFE,-5.306,-1.16,1.005,0.745,0.028,-0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0,0.0
EXO,173512080,,,,,,,,,,,SAFE,-5.339,-0.183,1.003,0.745,-0.111,-0.0,0.0,0.0,-0.014,0.0,0.0,0.0,0.0,0.0,0.0
EXO,173612088,,,,,,,,,,,SAFE,-5.317,-0.183,1.007,0.745,0.144,-0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0
EXO,173712080,,,,,,,,,,,SAFE,-5.345,-0.305,1.01,0.745,0.069,-0.0,0.0,0.0,-0.005,0.0,0.0,0.0,0.0,0.0,0.0
EXO,173812088,,,,,,,,,,,SAFE,-5.372,-1.587,1.014,0.745,-0.049,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXO,173912086,,,,,,,,,,,SAFE,-5.295,-1.343,1.004,0.745,0.029,-0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0
EXO,174012080,,,,,,,,,,,SAFE,-5.345,0.549,1.001,0.745,-0.093,-0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0
EXO,174112086,,,,,,,,,,,SAFE,-5.306,-0.244,0.998,0.745,-0.029,-0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0
EXO,174212080,,,,,,,,,,,SAFE,-5.317,-0.366,1.004,0.745,-0.124,-0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0
EXO,174312086,,,,,,,,,,,SAFE,-5.323,0.0,1.001,0.745,-0.046,-0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0
EXO,174412088,,,,,,,,,,,SAFE,-5.306,0.061,0.996,0.745,-0.034,-0.0,0.0,0.0,-0.013,0.0,0.0,0.0,0.0,0.0,0.0
EXO,174512080,,,,,,,,,,,SAFE,-5.323,0.122,0.995,0.745,0.116,-0.0,0.0,0.0,-0.002,0.0,0.0,0.0,0.0,0.0,0.0
EXO,174612086,,,,,,,,,,,SAFE,-5.279,0.916,0.99,0.745,0.014,-0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0
EXO,174712080,,,,,,,,,,,SAFE,-5.378,1.343,1.005,0.745,-0.076,-0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0
EXO,174812086,,,,,,,,,,,SAFE,-5.356,-0.732,1.017,0.745,0.022,-0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0,0.0
EXO,174912086,,,,,,,,,,,SAFE,-5.312,-1.099,1.002,0.745,-0.019,-0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0
EXO,175012080,,,,,,,,,,,SAFE,-5.306,2.014,0.988,0.745,0.17,-0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0
EXO,175112086,,,,,,,,,,,SAFE,-5.361,1.831,0.991,0.745,-0.023,-0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0
EXO,175212078,,,,,,,,,,,SAFE,-5.345,-0.977,1.018,0.745,0.159,-0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0
EXO,175312071,,,,,,,,,,,SAFE,-5.312,-1.404,1.013,0.745,-0.122,-0.0,0.0,0.0,-0.003,0.0,0.0,0.0,0.0,0.0,0.0
EXO,175412071,,,,,,,,,,,SAFE,-5.339,0.549,0.997,0.745,0.088,-0.0,0.0,0.0,-0.008,0.0,0.0,0.0,0.0,0.0,0.0
EXO,175512071,,,,,,,,,,,SAFE,-5.334,0.916,1.003,0.745,-0.011,-0.0,0.0,0.0,-0.006,0.0,0.0,0.0,0.0,0.0,0.0
EXO,175612071,,,,,,,,,,,SAFE,-5.334,-0.488,1.007,0.745,-0.018,-0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0
EXO,175712071,,,,,,,,,,,SAFE,-5.312,-0.549,1.004,0.745,-0.037,-0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0
EXO,175812071,,,,,,,,,,,SAFE,-5.317,0.977,1.005,0.745,0.087,-0.0,0.0,0.0,-0.009,0.0,0.0,0.0,0.0,0.0,0.0
EXO,175912071,,,,,,,,,,,SAFE,-5.356,-0.427,1.016,0.745,-0.069,-0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0
EXO,176012071,,,,,,,,,,,SAFE,-5.334,-2.014,1.017,0.745,-0.135,-0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0
EXO,176112071,,,,,,,,,,,SAFE,-5.312,-1.16,1.005,0.745,0.028,-0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0
EXO,176212071,,,,,,,,,,,SAFE,-5.334,0.671,1.003,0.745,0.066,-0.0,0.0,0.0,-0.008,0.0,0.0,0.0,0.0,0.0,0.0
EXO,176312071,,,,,,,,,,,SAFE,-5.334,-0.549,1.004,0.745,0.048,-0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0
EXO,176412071,,,,,,,,,,,SAFE,-5.323,-0.305,1.014,0.745,-0.003,-0.0,0.0,0.0,-0.013,0.0,0.0,0.0,0.0,0.0,0.0
EXO,176512071,,,,,,,,,,,SAFE,-5.306,-1.404,1.008,0.745,-0.021,-0.0,0.0,0.0,-0.011,0.0,0.0,0.0,0.0,0.0,0.0
EXO,176612071,,,,,,,,,,,SAFE,-5.284,-0.732,1.003,0.745,-0.005,-0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0
EXO,176712071,,,,,,,,,,,SAFE,-5.323,-0.488,1.005,0.745,-0.058,-0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0
EXO,176812071,,,,,,,,,,,SAFE,-5.306,-1.16,1.005,0.745,0.052,-0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0
EXO,176912071,,,,,,,,,,,SAFE,-5.317,-1.709,1.007,0.745,-0.006,-0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0,0.0
EXO,177012071,,,,,,,,,,,SAFE,-5.301,-0.854,1.003,0.745,-0.147,-0.0,0.0,0.0,-0.014,0.0,0.0,0.0,0.0,0.0,0.0
EXO,177112071,,,,,,,,,,,SAFE,-5.284,-0.366,0.997,0.745,0.009,-0.0,0.0,0.0,-0.016,0.0,0.0,0.0,0.0,0.0,0.0
EXO,177212071,,,,,,,,,,,SAFE,-5.306,-0.427,0.992,0.745,-0.091,-0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0
EXO,177312071,,,,,,,,,,,SAFE,-5.295,-0.61,0.998,0.745,-0.018,-0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0
EXO,177412071,,,,,,,,,,,SAFE,-5.273,-0.977,0.999,0.745,-0.025,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXO,177512071,,,,,,,,,,,SAFE,-5.273,-0.122,0.992,0.745,-0.015,-0.0,0.0,0.0,-0.015,0.0,0.0,0.0,0.0,0.0,0.0
EXO,177612071,,,,,,,,,,,SAFE,-5.273,0.671,0.987,0.745,-0.04,-0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0
EXO,177712071,,,,,,,,,,,SAFE,-5.312,-0.244,0.996,0.745,0.142,-0.0,0.0,0.0,-0.008,0.0,0.0,0.0,0.0,0.0,0.0
EXO,177812071,,,,,,,,,,,SAFE,-5.29,-0.366,0.999,0.745,-0.021,-0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0
EXO,177912071,,,,,,,,,,,SAFE,-5.262,0.061,0.99,0.745,-0.136,-0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
