type,t_us,idx,ax,ay,az,gx,gy,gz,roll,pitch,yaw,temp,state,shank_deg,shank_rate_dps,acc_g,knee_rad,knee_vel,tau_g,tau_imp,tau_cmd,tau_fb,k,b,theta_eq,landing,flex_peak,shank_cross
IMU,108239593.0,1,-0.0889,-0.9873,-0.0757,-0.06,-1.4,1.53,-94.29,5.37,107.74,26.4,,,,,,,,,,,,,,,,
IMU,108178259.0,2,1.0029,0.001,-0.0688,0.37,1.59,-0.49,174.52,-85.79,153.53,27.5,,,,,,,,,,,,,,,,
EXO,108247865,,,,,,,,,,,,SAFE,-83.414,1.587,1.005,1.878,0.075,-0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0
IMU,108339763.0,1,-0.0854,-0.9902,-0.0718,0.73,-0.31,-0.12,-94.23,5.41,107.89,26.4,,,,,,,,,,,,,,,,
IMU,108278165.0,2,1.001,0.0059,-0.0654,1.95,0.73,0.31,175.44,-85.85,152.97,27.5,,,,,,,,,,,,,,,,
EXO,108347736,,,,,,,,,,,,SAFE,-83.474,0.732,1.003,1.878,0.021,-0.0,0.0,0.0,-0.007,0.0,0.0,0.0,0.0,0.0,0.0
IMU,108439941.0,1,-0.0884,-0.9951,-0.0762,-0.73,0.37,0.12,-94.25,5.38,107.91,26.4,,,,,,,,,,,,,,,,
IMU,108378087.0,2,0.9907,0.0093,-0.0649,0.49,0.06,-0.31,175.13,-85.92,153.45,27.5,,,,,,,,,,,,,,,,
EXO,108447747,,,,,,,,,,,,SAFE,-83.546,0.061,0.993,1.878,-0.089,-0.0,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0
IMU,108540127.0,1,-0.0845,-0.998,-0.0771,0.24,1.34,0.43,-94.26,5.37,107.9,26.4,,,,,,,,,,,,,,,,
IMU,108477998.0,2,1.0044,0.0068,-0.0664,0.67,-0.18,-0.06,175.05,-85.87,153.62,27.6,,,,,,,,,,,,,,,,
EXO,108547742,,,,,,,,,,,,SAFE,-83.502,-0.183,1.007,1.878,0.018,-0.0,0.0,0.0,-0.004,0.0,0.0,0.0,0.0,0.0,0.0
IMU,108640307.0,1,-0.0933,-0.9927,-0.0762,0.18,0.24,0.24,-94.24,5.41,107.86,26.3,,,,,,,,,,,,,,,,
IMU,108577919.0,2,0.9951,0.0024,-0.0698,-0.67,0.55,0.49,175.17,-85.87,153.5,27.6,,,,,,,,,,,,,,,,
EXO,108647671,,,,,,,,,,,,SAFE,-83.502,0.549,0.998,1.878,-0.159,-0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0
IMU,108740498.0,1,-0.0894,-0.9927,-0.0757,0.92,0.73,0.06,-94.22,5.43,107.8,26.4,,,,,,,,,,,,,,,,
IMU,108677842.0,2,0.9805,0.0015,-0.0708,-0.98,0.0,0.24,175.58,-85.89,153.13,27.5,,,,,,,,,,,,,,,,
EXO,108747695,,,,,,,,,,,,SAFE,-83.513,0.0,0.983,1.878,-0.119,-0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0
IMU,108840696.0,1,-0.0884,-0.9951,-0.0698,0.55,-0.06,0.24,-94.09,5.34,107.75,26.4,,,,,,,,,,,,,,,,
IMU,108777759.0,2,1.0059,0.0073,-0.0698,-1.28,1.95,-1.46,175.24,-85.94,153.5,27.5,,,,,,,,,,,,,,,,
EXO,108847836,,,,,,,,,,,,SAFE,-83.568,1.953,1.008,1.878,-0.087,-0.0,0.0,0.0,0.019,0.0,0.0,0.0,0.0,0.0,0.0
IMU,108940876.0,1,-0.0913,-0.9941,-0.0771,-0.06,0.49,1.28,-94.11,5.46,107.75,26.5,,,,,,,,,,,,,,,,
IMU,108877672.0,2,0.9917,0.002,-0.0698,0.37,0.0,1.34,174.77,-86.01,154.07,27.6,,,,,,,,,,,,,,,,
EXO,108947671,,,,,,,,,,,,SAFE,-83.639,0.0,0.994,1.878,0.111,-0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0
IMU,109041070.0,1,-0.0884,-0.9897,-0.0732,-0.92,-0.55,0.73,-94.09,5.54,107.8,26.4,,,,,,,,,,,,,,,,
IMU,108977595.0,2,0.9888,0.0063,-0.0654,-0.49,1.46,0.79,176.62,-86.03,152.32,27.5,,,,,,,,,,,,,,,,
EXO,109047830,,,,,,,,,,,,SAFE,-83.661,1.465,0.991,1.878,0.119,-0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0
IMU,109141251.0,1,-0.0889,-0.9961,-0.083,0.61,1.71,0.79,-94.09,5.59,107.78,26.5,,,,,,,,,,,,,,,,
IMU,109077514.0,2,0.9907,-0.0005,-0.0557,0.31,0.06,0.55,177.56,-86.02,151.5,27.6,,,,,,,,,,,,,,,,
EXO,109147671,,,,,,,,,,,,SAFE,-83.65,0.061,0.992,1.878,-0.089,-0.0,0.0,0.0,-0.009,0.0,0.0,0.0,0.0,0.0,0.0
IMU,109241424.0,1,-0.0981,-0.9941,-0.0718,2.14,-1.1,-0.12,-93.96,5.64,107.79,26.3,,,,,,,,,,,,,,,,
IMU,109177435.0,2,1.0117,0.0029,-0.0713,-0.61,1.65,0.67,178.24,-86.07,150.78,27.6,,,,,,,,,,,,,,,,
EXO,109247873,,,,,,,,,,,,SAFE,-83.699,1.648,1.014,1.878,0.007,-0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0
IMU,109341605.0,1,-0.0874,-0.9937,-0.0688,-0.49,-0.73,1.77,-93.93,5.61,107.84,26.4,,,,,,,,,,,,,,,,
IMU,109277348.0,2,0.999,-0.0034,-0.0674,0.06,1.34,-1.16,178.09,-86.24,151.0,27.5,,,,,,,,,,,,,,,,
EXO,109347917,,,,,,,,,,,,SAFE,-83.87,1.343,1.001,1.878,-0.062,-0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0
IMU,109441770.0,1,-0.0962,-0.9951,-0.0703,0.18,-0.24,-0.31,-93.97,5.72,107.89,26.4,,,,,,,,,,,,,,,,
IMU,109377270.0,2,1.002,0.0005,-0.0635,0.79,-0.31,2.26,179.31,-86.21,149.94,27.6,,,,,,,,,,,,,,,,
EXO,109447846,,,,,,,,,,,,SAFE,-83.837,-0.305,1.004,1.878,0.011,-0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0
IMU,109541943.0,1,-0.0908,-0.9849,-0.0645,1.95,0.0,1.04,-93.9,5.73,107.95,26.4,,,,,,,,,,,,,,,,
IMU,109477189.0,2,0.9932,-0.002,-0.0571,0.79,0.37,-0.18,179.67,-86.2,149.66,27.5,,,,,,,,,,,,,,,,
EXO,109547740,,,,,,,,,,,,SAFE,-83.826,0.366,0.995,1.878,0.079,-0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
IMU,109642133.0,1,-0.1001,-0.9854,-0.0635,4.58,3.91,-2.38,-93.63,5.75,107.8,26.5,,,,,,,,,,,,,,,,
IMU,109577102.0,2,0.9785,0.002,-0.0557,-0.43,2.5,1.16,-179.43,-86.34,148.82,27.4,,,,,,,,,,,,,,,,
EXO,109647845,,,,,,,,,,,,SAFE,-83.969,2.502,0.98,1.878,0.057,-0.0,0.0,0.0,-0.003,0.0,0.0,0.0,0.0,0.0,0.0
IMU,109742319.0,1,-0.0942,-1.0122,-0.0674,10.13,8.85,-5.98,-92.88,5.2,107.18,26.5,,,,,,,,,,,,,,,,
IMU,109677013.0,2,0.9956,-0.0127,-0.0371,-6.16,6.96,-4.76,177.35,-86.69,151.63,27.5,,,,,,,,,,,,,,,,
EXO,109748066,,,,,,,,,,,,SAFE,-84.32,6.958,0.996,1.878,-0.053,-0.0,0.0,0.0,-0.016,0.0,0.0,0.0,0.0,0.0,0.0
IMU,109842460.0,1,-0.0898,-0.9907,-0.0483,3.6,12.21,0.0,-92.14,4.95,106.04,26.5,,,,,,,,,,,,,,,,
IMU,109776929.0,2,1.002,-0.0093,-0.0703,-12.33,10.44,-3.48,163.39,-87.45,165.43,27.5,,,,,,,,,,,,,,,,
EXO,109848102,,,,,,,,,,,,SAFE,-85.078,10.437,1.004,1.878,0.127,-0.0,0.0,0.0,-0.015,0.0,0.0,0.0,0.0,0.0,0.0
IMU,109942680.0,1,-0.0991,-0.979,-0.0356,2.38,5.98,1.59,-92.12,5.05,105.2,26.4,,,,,,,,,,,,,,,,
IMU,109876825.0,2,0.9819,0.0029,-0.0283,-10.19,-0.85,0.24,158.55,-87.74,170.08,27.5,,,,,,,,,,,,,,,,
EXO,109947852,,,,,,,,,,,,SAFE,-85.364,-0.854,0.982,1.878,0.006,-0.0,0.0,0.0,-0.013,0.0,0.0,0.0,0.0,0.0,0.0
IMU,110042856.0,1,-0.0688,-0.9839,-0.0327,10.99,3.23,-7.02,-91.41,4.7,104.62,26.3,,,,,,,,,,,,,,,,
IMU,109976751.0,2,0.9902,0.0068,-0.0317,-7.57,5.37,-1.83,159.77,-87.87,168.96,27.5,,,,,,,,,,,,,,,,
EXO,110047918,,,,,,,,,,,,SAFE,-85.501,5.371,0.991,1.878,-0.048,-0.0,0.0,0.0,-0.02,0.0,0.0,0.0,0.0,0.0,0.0
IMU,110143031.0,1,-0.0435,-0.9941,-0.0107,-5.13,3.72,3.05,-91.18,4.43,104.47,26.4,,,,,,,,,,,,,,,,
IMU,110076691.0,2,0.9736,0.0288,-0.0322,-2.81,5.86,-5.43,130.43,-88.28,-161.55,27.6,,,,,,,,,,,,,,,,
EXO,110147927,,,,,,,,,,,,SAFE,-85.902,5.859,0.975,1.878,-0.015,-0.0,0.0,0.0,-0.006,0.0,0.0,0.0,0.0,0.0,0.0
IMU,110243210.0,1,-0.063,-1.0244,-0.0225,-11.05,5.37,-0.18,-92.16,4.49,103.82,26.5,,,,,,,,,,,,,,,,
IMU,110176599.0,2,1.0176,0.0547,-0.0376,-8.24,-9.52,3.11,138.08,-88.1,-169.35,27.5,,,,,,,,,,,,,,,,
EXO,110248135,,,,,,,,,,,,SAFE,-85.732,-9.521,1.02,1.878,-0.072,-0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0
IMU,110343385.0,1,-0.0513,-1.0161,-0.0425,4.64,0.43,2.56,-92.44,4.58,103.19,26.4,,,,,,,,,,,,,,,,
IMU,110276488.0,2,1.02,0.0254,-0.0166,-8.36,-7.69,1.28,152.86,-87.16,173.66,27.6,,,,,,,,,,,,,,,,
EXO,110347746,,,,,,,,,,,,SAFE,-84.787,-7.69,1.02,1.878,-0.021,-0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0
IMU,110443575.0,1,-0.0728,-0.9775,-0.0444,4.94,0.61,0.98,-91.8,4.8,103.23,26.5,,,,,,,,,,,,,,,,
IMU,110376402.0,2,0.9961,0.0322,-0.0352,1.1,7.51,3.48,153.11,-87.45,170.01,27.6,,,,,,,,,,,,,,,,
EXO,110447579,,,,,,,,,,,,SAFE,-85.078,7.507,0.997,1.878,0.15,-0.0,0.0,0.0,0.035,0.0,0.0,0.0,0.0,0.0,0.0
IMU,110543742.0,1,-0.0649,-0.9917,-0.0381,-2.81,-0.55,-10.01,-91.8,4.24,103.18,26.4,,,,,,,,,,,,,,,,
IMU,110476330.0,2,1.0029,0.0317,-0.0674,-0.43,1.59,-2.75,148.0,-87.98,173.5,27.5,,,,,,,,,,,,,,,,
EXO,110548096,,,,,,,,,,,,SAFE,-85.605,1.587,1.006,1.878,0.029,-0.0,0.0,0.0,-0.027,0.0,0.0,0.0,0.0,0.0,0.0
IMU,110643926.0,1,-0.0649,-1.0171,-0.0195,-2.62,-6.53,0.37,-92.01,3.78,103.59,26.5,,,,,,,,,,,,,,,,
IMU,110576239.0,2,0.9888,0.0142,-0.0161,3.23,-2.62,-7.32,135.94,-87.28,-174.48,27.5,,,,,,,,,,,,,,,,
EXO,110648015,,,,,,,,,,,,SAFE,-84.908,-2.625,0.989,1.878,-0.029,-0.0,0.0,0.0,-0.002,0.0,0.0,0.0,0.0,0.0,0.0
IMU,110643926.0,1,-0.0684,-0.9995,-0.0391,-1.65,-5.92,4.58,-92.01,3.78,103.59,26.5,,,,,,,,,,,,,,,,
IMU,110676175.0,2,0.9995,0.0225,-0.041,6.47,-2.5,3.11,136.8,-87.12,-174.68,27.5,,,,,,,,,,,,,,,,
EXO,110747951,,,,,,,,,,,,SAFE,-84.743,-2.502,1.001,1.878,-0.057,-0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
IMU,110744111.0,1,-0.0684,-0.9995,-0.0391,-1.65,-5.92,4.58,-92.21,4.19,104.09,26.5,,,,,,,,,,,,,,,,
IMU,110776072.0,2,1.0015,0.0337,-0.0317,8.3,-1.53,2.32,146.07,-87.3,176.19,27.6,,,,,,,,,,,,,,,,
EXO,110847858,,,,,,,,,,,,SAFE,-84.93,-1.526,1.003,1.878,-0.112,-0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0
IMU,110844334.0,1,-0.0723,-0.9775,-0.0225,-1.1,0.06,3.54,-92.35,4.49,104.58,26.4,,,,,,,,,,,,,,,,
IMU,110875983.0,2,0.9863,0.0312,-0.0029,1.4,-0.12,1.1,151.86,-87.35,169.55,27.4,,,,,,,,,,,,,,,,
EXO,110947753,,,,,,,,,,,,SAFE,-84.979,-0.122,0.987,1.878,-0.015,-0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0
IMU,110944611.0,1,-0.0649,-0.9971,-0.0317,1.89,-1.22,0.24,-92.25,4.54,104.78,26.4,,,,,,,,,,,,,,,,
IMU,110975917.0,2,0.9976,0.0215,-0.0405,-0.85,1.34,1.16,149.66,-87.51,170.53,27.6,,,,,,,,,,,,,,,,
EXO,111047798,,,,,,,,,,,,SAFE,-85.139,1.343,0.999,1.878,0.017,-0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0
IMU,111044733.0,1,-0.0889,-0.9951,-0.0317,-1.28,2.08,-0.49,-92.21,4.58,104.69,26.3,,,,,,,,,,,,,,,,
IMU,111075823.0,2,0.9966,0.0103,-0.0415,-3.66,-3.11,-1.53,150.36,-87.42,169.16,27.4,,,,,,,,,,,,,,,,
EXO,111148003,,,,,,,,,,,,SAFE,-85.045,-3.113,0.997,1.878,0.005,-0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
IMU,111144866.0,1,-0.0767,-1.0039,-0.0439,-1.1,-0.79,2.14,-92.43,4.55,104.46,26.3,,,,,,,,,,,,,,,,
IMU,111175775.0,2,1.0044,0.0093,-0.0376,0.79,1.34,2.93,154.06,-87.33,165.3,27.5,,,,,,,,,,,,,,,,
EXO,111247732,,,,,,,,,,,,SAFE,-84.957,1.343,1.005,1.878,0.046,-0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0
IMU,111245052.0,1,-0.0815,-0.9985,-0.0449,2.38,-0.24,0.98,-92.28,4.8,104.49,26.2,,,,,,,,,,,,,,,,
IMU,111275657.0,2,0.9907,0.0122,-0.0488,-0.18,2.26,-0.24,155.32,-87.62,163.82,27.6,,,,,,,,,,,,,,,,
EXO,111347783,,,,,,,,,,,,SAFE,-85.248,2.258,0.992,1.878,-0.018,-0.0,0.0,0.0,-0.002,0.0,0.0,0.0,0.0,0.0,0.0
IMU,111345227.0,1,-0.0767,-0.9883,-0.0386,-0.49,2.44,0.73,-92.14,4.8,104.35,26.4,,,,,,,,,,,,,,,,
IMU,111375581.0,2,0.9834,0.0112,-0.0352,-0.92,-2.01,1.16,155.6,-87.64,163.37,27.4,,,,,,,,,,,,,,,,
EXO,111447776,,,,,,,,,,,,SAFE,-85.27,-2.014,0.984,1.878,0.028,-0.0,0.0,0.0,-0.017,0.0,0.0,0.0,0.0,0.0,0.0
IMU,111445398.0,1,-0.0864,-0.9941,-0.0518,0.0,-1.34,2.32,-92.27,4.97,104.37,26.4,,,,,,,,,,,,,,,,
IMU,111475490.0,2,1.0,0.0117,-0.0391,-0.12,1.53,0.49,160.2,-87.67,158.73,27.7,,,,,,,,,,,,,,,,
EXO,111547699,,,,,,,,,,,,SAFE,-85.292,1.526,1.001,1.878,0.034,-0.0,0.0,0.0,-0.016,0.0,0.0,0.0,0.0,0.0,0.0
IMU,111545596.0,1,-0.0786,-0.9897,-0.0322,-2.2,-1.1,-0.92,-92.27,4.95,104.48,26.5,,,,,,,,,,,,,,,,
IMU,111575405.0,2,0.9854,0.0103,-0.0254,1.77,-2.69,0.24,159.57,-87.55,159.37,27.6,,,,,,,,,,,,,,,,
EXO,111647881,,,,,,,,,,,,SAFE,-85.177,-2.686,0.986,1.878,-0.096,-0.0,0.0,0.0,-0.003,0.0,0.0,0.0,0.0,0.0,0.0
IMU,111645759.0,1,-0.085,-0.9937,-0.0332,-1.59,-1.59,1.28,-92.48,5.04,104.66,26.3,,,,,,,,,,,,,,,,
IMU,111675432.0,2,0.9932,0.0132,-0.042,0.55,-1.59,0.24,163.54,-87.45,155.28,27.6,,,,,,,,,,,,,,,,
EXO,111747812,,,,,,,,,,,,SAFE,-85.073,-1.587,0.994,1.878,-0.017,-0.0,0.0,0.0,-0.002,0.0,0.0,0.0,0.0,0.0,0.0
IMU,111745936.0,1,-0.0791,-1.002,-0.0459,0.92,-2.08,-1.16,-92.52,5.04,104.75,26.5,,,,,,,,,,,,,,,,
IMU,111775250.0,2,1.0059,0.0186,-0.0474,0.92,2.08,-1.83,161.45,-87.47,156.91,27.5,,,,,,,,,,,,,,,,
EXO,111847796,,,,,,,,,,,,SAFE,-85.1,2.075,1.007,1.878,-0.022,-0.0,0.0,0.0,-0.004,0.0,0.0,0.0,0.0,0.0,0.0
IMU,111846119.0,1,-0.0801,-1.0,-0.0454,2.01,0.79,0.85,-92.32,4.94,104.77,26.5,,,,,,,,,,,,,,,,
IMU,111875179.0,2,0.9907,0.0103,-0.0469,-0.85,1.34,1.22,159.61,-87.65,158.4,27.6,,,,,,,,,,,,,,,,
EXO,111947619,,,,,,,,,,,,SAFE,-85.281,1.343,0.992,1.878,-0.015,-0.0,0.0,0.0,-0.013,0.0,0.0,0.0,0.0,0.0,0.0
IMU,111946308.0,1,-0.0879,-0.9937,-0.0474,0.37,0.06,-0.55,-92.24,4.98,104.69,26.3,,,,,,,,,,,,,,,,
IMU,111975086.0,2,0.9976,0.0039,-0.0415,0.37,0.43,-0.67,159.05,-87.69,158.96,27.6,,,,,,,,,,,,,,,,
EXO,112047688,,,,,,,,,,,,SAFE,-85.32,0.427,0.998,1.878,0.029,-0.0,0.0,0.0,-0.02,0.0,0.0,0.0,0.0,0.0,0.0
IMU,112046486.0,1,-0.0811,-0.9878,-0.042,-0.49,-2.62,0.55,-92.25,4.98,104.83,26.4,,,,,,,,,,,,,,,,
IMU,112075000.0,2,0.998,0.0078,-0.0425,2.32,-0.61,0.12,160.09,-87.68,158.35,27.6,,,,,,,,,,,,,,,,
EXO,112147793,,,,,,,,,,,,SAFE,-85.309,-0.61,0.999,1.878,0.03,-0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0
IMU,112146678.0,1,-0.0811,-0.9961,-0.0449,-0.49,-0.61,-0.79,-92.35,4.97,104.99,26.5,,,,,,,,,,,,,,,,
IMU,112175008.0,2,0.9951,0.0137,-0.0396,1.1,0.0,-0.43,159.75,-87.58,158.97,27.6,,,,,,,,,,,,,,,,
EXO,112247893,,,,,,,,,,,,SAFE,-85.21,0.0,0.996,1.878,0.018,-0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0
IMU,112246854.0,1,-0.0762,-0.9995,-0.0405,-2.14,0.0,2.69,-92.45,5.03,105.08,26.4,,,,,,,,,,,,,,,,
IMU,112274853.0,2,1.0039,0.0107,-0.0376,-1.22,-2.44,2.01,164.44,-87.47,154.28,27.3,,,,,,,,,,,,,,,,
EXO,112347794,,,,,,,,,,,,SAFE,-85.1,-2.441,1.005,1.878,0.134,-0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,0.0,0.0
IMU,112347025.0,1,-0.0874,-1.0,-0.0483,2.75,0.0,-1.04,-92.5,5.13,105.05,26.5,,,,,,,,,,,,,,,,
IMU,112374776.0,2,1.0078,0.0151,-0.0352,0.12,4.03,-1.89,163.33,-87.57,154.88,27.5,,,,,,,,,,,,,,,,
EXO,112447705,,,,,,,,,,,,SAFE,-85.193,4.028,1.009,1.878,0.026,-0.0,0.0,0.0,-0.017,0.0,0.0,0.0,0.0,0.0,0.0
IMU,112447218.0,1,-0.0811,-0.9897,-0.0337,1.65,1.71,-0.98,-92.17,4.95,105.0,26.5,,,,,,,,,,,,,,,,
IMU,112474707.0,2,0.9995,0.0068,-0.0376,-0.43,-1.04,-0.43,157.94,-87.74,160.11,27.6,,,,,,,,,,,,,,,,
EXO,112547871,,,,,,,,,,,,SAFE,-85.369,-1.038,1.0,1.878,-0.116,-0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0,0.0
IMU,112547411.0,1,-0.0874,-0.9932,-0.0405,-1.22,-1.71,1.53,-92.29,5.01,105.04,26.5,,,,,,,,,,,,,,,,
IMU,112574653.0,2,1.0054,0.0083,-0.0288,2.2,0.06,0.73,161.82,-87.65,156.59,27.5,,,,,,,,,,,,,,,,
EXO,112647701,,,,,,,,,,,,SAFE,-85.276,0.061,1.006,1.878,-0.14,-0.0,0.0,0.0,-0.017,0.0,0.0,0.0,0.0,0.0,0.0
IMU,112647587.0,1,-0.0762,-0.9961,-0.0366,1.53,-2.08,-0.92,-92.21,5.02,105.27,26.5,,,,,,,,,,,,,,,,
IMU,112674659.0,2,0.9995,0.0127,-0.0386,1.1,0.67,-0.85,159.55,-87.77,159.15,27.6,,,,,,,,,,,,,,,,
EXO,112747737,,,,,,,,,,,,SAFE,-85.397,0.671,1.0,1.878,-0.109,-0.003,0.0,-0.003,0.02,0.0,0.0,0.0,0.0,0.0,0.0
IMU,112747842.0,1,-0.0825,-0.9961,-0.0381,-0.37,0.67,1.04,-92.19,5.03,105.34,26.5,,,,,,,,,,,,,,,,
IMU,112774434.0,2,1.0039,0.0122,-0.0254,-0.67,-0.18,0.18,160.7,-87.76,157.98,27.6,,,,,,,,,,,,,,,,
EXO,112847766,,,,,,,,,,,,SAFE,-85.386,-0.183,1.004,1.878,0.143,-0.003,0.0,-0.003,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
IMU,112847988.0,1,-0.0879,-0.9922,-0.0327,0.49,0.18,-0.18,-92.15,5.01,105.38,26.6,,,,,,,,,,,,,,,,
IMU,112874363.0,2,0.9844,0.0112,-0.0278,-0.06,0.31,-0.37,159.36,-87.81,159.29,27.5,,,,,,,,,,,,,,,,
EXO,112947752,,,,,,,,,,,,SAFE,-85.435,0.305,0.985,1.878,-0.021,-0.003,0.0,-0.003,0.004,0.0,0.0,0.0,0.0,0.0,0.0
IMU,112948146.0,1,-0.0835,-0.9937,-0.0322,-1.04,-0.31,0.85,-92.14,5.05,105.47,26.5,,,,,,,,,,,,,,,,
IMU,112974275.0,2,0.998,0.0112,-0.042,-1.16,-0.98,0.55,161.35,-87.81,157.52,27.6,,,,,,,,,,,,,,,,
EXO,113047857,,,,,,,,,,,,SAFE,-85.435,-0.977,0.999,1.878,-0.136,-0.003,0.0,-0.003,0.004,0.0,0.0,0.0,0.0,0.0,0.0
IMU,113048318.0,1,-0.0776,-1.001,-0.0469,-1.1,-1.46,0.67,-92.23,5.09,105.47,26.5,,,,,,,,,,,,,,,,
IMU,113074217.0,2,1.0005,0.0137,-0.043,0.31,-0.67,0.73,162.79,-87.73,156.08,27.5,,,,,,,,,,,,,,,,
EXO,113147765,,,,,,,,,,,,SAFE,-85.358,-0.671,1.002,1.878,-0.097,-0.003,0.0,-0.003,-0.02,0.0,0.0,0.0,0.0,0.0,0.0
IMU,113148468.0,1,-0.0806,-0.9902,-0.0444,0.18,0.55,-0.31,-92.26,5.09,105.45,26.4,,,,,,,,,,,,,,,,
IMU,113174168.0,2,0.9946,0.0117,-0.0366,-0.98,0.06,-0.79,162.21,-87.72,156.47,27.5,,,,,,,,,,,,,,,,
EXO,113247744,,,,,,,,,,,,SAFE,-85.347,0.061,0.995,1.878,0.05,-0.003,0.0,-0.003,0.018,0.0,0.0,0.0,0.0,0.0,0.0
IMU,113248689.0,1,-0.082,-0.9907,-0.043,2.01,1.89,-3.36,-92.2,4.91,105.34,26.5,,,,,,,,,,,,,,,,
IMU,113274036.0,2,0.9912,0.0112,-0.0244,-0.49,1.46,-3.54,155.17,-87.71,163.41,27.5,,,,,,,,,,,,,,,,
EXO,113347771,,,,,,,,,,,,SAFE,-85.342,1.465,0.992,1.878,-0.181,-0.003,0.0,-0.003,0.004,0.0,0.0,0.0,0.0,0.0,0.0
IMU,113348839.0,1,-0.0781,-0.9971,-0.0381,-0.73,-0.79,0.85,-92.15,4.73,105.34,26.4,,,,,,,,,,,,,,,,
IMU,113373968.0,2,1.0068,0.0103,-0.0332,1.22,-0.37,1.28,154.0,-87.68,165.16,27.5,,,,,,,,,,,,,,,,
EXO,113447768,,,,,,,,,,,,SAFE,-85.303,-0.366,1.007,1.878,-0.033,-0.003,0.0,-0.003,-0.004,0.0,0.0,0.0,0.0,0.0,0.0
IMU,113449036.0,1,-0.0811,-0.9937,-0.0435,0.18,-0.92,0.24,-92.19,4.83,105.46,26.5,,,,,,,,,,,,,,,,
IMU,113473882.0,2,0.999,0.0161,-0.0444,0.06,0.18,-0.61,155.82,-87.71,163.7,27.5,,,,,,,,,,,,,,,,
EXO,113547686,,,,,,,,,,,,SAFE,-85.336,0.183,1.0,1.878,-0.01,-0.003,0.0,-0.003,0.017,0.0,0.0,0.0,0.0,0.0,0.0
IMU,113549166.0,1,-0.0757,-0.999,-0.0425,0.0,-0.73,0.0,-92.18,4.8,105.47,26.4,,,,,,,,,,,,,,,,
IMU,113573795.0,2,1.0039,0.0098,-0.0386,0.43,0.37,-0.06,155.0,-87.69,164.65,27.4,,,,,,,,,,,,,,,,
EXO,113647663,,,,,,,,,,,,SAFE,-85.32,0.366,1.005,1.878,0.023,-0.003,0.0,-0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0
IMU,113649391.0,1,-0.0747,-0.9971,-0.0444,-1.1,-1.22,0.73,-92.21,4.8,105.54,26.4,,,,,,,,,,,,,,,,
IMU,113673780.0,2,0.9922,0.0151,-0.0405,1.65,-1.28,0.85,156.41,-87.65,163.5,27.5,,,,,,,,,,,,,,,,
EXO,113747764,,,,,,,,,,,,SAFE,-85.276,-1.282,0.993,1.878,-0.097,-0.003,0.0,-0.003,0.02,0.0,0.0,0.0,0.0,0.0,0.0
IMU,113749586.0,1,-0.0796,-0.998,-0.0518,0.24,-0.49,-0.31,-92.35,4.84,105.62,26.3,,,,,,,,,,,,,,,,
IMU,113773643.0,2,1.0083,0.0161,-0.0293,1.22,1.53,-1.28,157.04,-87.58,162.99,27.7,,,,,,,,,,,,,,,,
EXO,113847776,,,,,,,,,,,,SAFE,-85.204,1.526,1.009,1.878,-0.146,-0.003,0.0,-0.003,-0.033,0.0,0.0,0.0,0.0,0.0,0.0
IMU,113849750.0,1,-0.0752,-0.999,-0.041,1.1,0.67,0.49,-92.24,4.78,105.68,26.5,,,,,,,,,,,,,,,,
IMU,113873528.0,2,1.002,0.0215,-0.0312,0.37,0.67,0.0,155.35,-87.66,164.75,27.5,,,,,,,,,,,,,,,,
EXO,113947506,,,,,,,,,,,,SAFE,-85.287,0.671,1.003,1.878,-0.023,-0.003,0.0,-0.003,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
IMU,113949943.0,1,-0.0757,-0.9951,-0.0391,0.73,1.34,0.79,-92.19,4.77,105.72,26.4,,,,,,,,,,,,,,,,
