type,t_us,idx,ax,ay,az,gx,gy,gz,roll,pitch,yaw,temp,state,shank_deg,shank_rate_dps,acc_g,knee_rad,knee_vel,tau_g,tau_imp,tau_cmd,tau_fb,k,b,theta_eq,landing,flex_peak,shank_cross
IMU,9080598.0,2,0.4067,0.4839,0.7725,0.06,0.12,0.0,31.93,-24.01,10.35,27.7,,,,,,,,,,,,,,,,
EXO,9121631,,,,,,,,,,,,SAFE,-24.011,0.122,0.998,1.093,-0.116,-0.0,0.0,0.0,-0.003,0.0,0.0,0.0,0.0,0.0,0.0
IMU,9121643.0,1,0.6533,-0.0259,0.7603,0.0,0.0,0.0,-1.97,-40.67,52.59,26.0,,,,,,,,,,,,,,,,
IMU,9180435.0,2,0.4053,0.4814,0.7749,0.0,0.0,0.0,31.93,-24.01,10.35,27.8,,,,,,,,,,,,,,,,
EXO,9221640,,,,,,,,,,,,SAFE,-24.011,0.0,0.998,1.093,0.06,-0.0,0.0,0.0,-0.004,0.0,0.0,0.0,0.0,0.0,0.0
IMU,9221825.0,1,0.6562,-0.0249,0.7593,0.0,0.0,0.0,-1.97,-40.67,52.59,26.1,,,,,,,,,,,,,,,,
IMU,9280345.0,2,0.4072,0.4839,0.7749,0.0,0.0,0.0,31.93,-24.01,10.35,27.7,,,,,,,,,,,,,,,,
EXO,9321764,,,,,,,,,,,,SAFE,-24.011,0.0,1.0,1.092,-0.041,-0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0
IMU,9322034.0,1,0.6533,-0.0249,0.7622,0.0,0.0,0.0,-1.97,-40.67,52.59,26.0,,,,,,,,,,,,,,,,
IMU,9380359.0,2,0.4087,0.4819,0.7754,0.06,-0.06,0.0,31.94,-24.01,10.35,27.9,,,,,,,,,,,,,,,,
EXO,9421764,,,,,,,,,,,,SAFE,-24.011,-0.061,1.0,1.092,0.135,-0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0
IMU,9422192.0,1,0.6523,-0.0269,0.7593,0.0,0.0,0.0,-1.97,-40.67,52.59,26.0,,,,,,,,,,,,,,,,
IMU,9480204.0,2,0.4072,0.4819,0.7739,0.0,-0.12,0.0,31.93,-24.01,10.35,27.7,,,,,,,,,,,,,,,,
EXO,9521725,,,,,,,,,,,,SAFE,-24.011,-0.122,0.999,1.092,-0.037,-0.0,0.0,0.0,-0.005,0.0,0.0,0.0,0.0,0.0,0.0
IMU,9522345.0,1,0.6553,-0.0269,0.7583,0.0,0.0,0.0,-1.97,-40.67,52.59,26.0,,,,,,,,,,,,,,,,
IMU,9580126.0,2,0.4048,0.4829,0.772,0.06,-0.06,0.0,31.93,-24.01,10.35,27.9,,,,,,,,,,,,,,,,
EXO,9621702,,,,,,,,,,,,SAFE,-24.011,-0.061,0.996,1.092,-0.127,-0.0,0.0,0.0,-0.005,0.0,0.0,0.0,0.0,0.0,0.0
IMU,9622529.0,1,0.6499,-0.0269,0.7612,0.0,0.0,0.0,-1.97,-40.67,52.59,26.1,,,,,,,,,,,,,,,,
IMU,9679975.0,2,0.4067,0.4824,0.7764,0.0,0.0,0.0,31.93,-24.01,10.36,27.8,,,,,,,,,,,,,,,,
EXO,9721629,,,,,,,,,,,,SAFE,-24.005,0.0,1.0,1.092,-0.003,-0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0
IMU,9722715.0,1,0.6538,-0.0254,0.7578,0.0,0.0,0.0,-1.97,-40.67,52.59,26.0,,,,,,,,,,,,,,,,
IMU,9779944.0,2,0.4058,0.4839,0.7705,0.0,-0.06,0.0,31.93,-24.01,10.36,27.8,,,,,,,,,,,,,,,,
EXO,9821703,,,,,,,,,,,,SAFE,-24.011,-0.061,0.996,1.092,-0.04,-0.0,0.0,0.0,-0.006,0.0,0.0,0.0,0.0,0.0,0.0
IMU,9822901.0,1,0.6553,-0.0259,0.7578,0.0,0.0,0.0,-1.97,-40.67,52.59,26.0,,,,,,,,,,,,,,,,
IMU,9879870.0,2,0.4067,0.481,0.7729,0.0,0.0,0.0,31.93,-24.01,10.36,27.6,,,,,,,,,,,,,,,,
EXO,9921621,,,,,,,,,,,,SAFE,-24.011,0.0,0.997,1.092,0.028,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IMU,9923090.0,1,0.6562,-0.0249,0.7568,0.0,0.0,0.0,-1.97,-40.67,52.59,26.0,,,,,,,,,,,,,,,,
IMU,9979778.0,2,0.4058,0.4834,0.7754,0.0,0.06,0.0,31.93,-24.01,10.36,27.6,,,,,,,,,,,,,,,,
EXO,10021762,,,,,,,,,,,,SAFE,-24.005,0.061,1.0,1.093,0.009,-0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0
IMU,10023324.0,1,0.6499,-0.0278,0.7632,0.0,0.0,0.0,-1.97,-40.67,52.59,25.9,,,,,,,,,,,,,,,,
IMU,10079645.0,2,0.4082,0.4819,0.7769,0.0,0.0,0.0,31.93,-24.01,10.36,27.8,,,,,,,,,,,,,,,,
EXO,10121821,,,,,,,,,,,,SAFE,-24.011,0.0,1.001,1.093,0.029,-0.0,0.0,0.0,-0.024,0.0,0.0,0.0,0.0,0.0,0.0
IMU,10123465.0,1,0.6548,-0.0269,0.7598,0.0,0.0,0.0,-1.97,-40.67,52.59,26.0,,,,,,,,,,,,,,,,
IMU,10179574.0,2,0.4062,0.4844,0.7734,0.0,0.0,0.0,31.93,-24.01,10.37,27.8,,,,,,,,,,,,,,,,
EXO,10221793,,,,,,,,,,,,SAFE,-24.011,0.0,0.999,1.093,-0.058,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
IMU,10223671.0,1,0.6523,-0.0264,0.7603,0.0,0.0,0.0,-1.97,-40.67,52.59,25.9,,,,,,,,,,,,,,,,
IMU,10279505.0,2,0.4058,0.4814,0.7749,0.0,0.0,0.0,31.93,-24.01,10.37,27.6,,,,,,,,,,,,,,,,
EXO,10321828,,,,,,,,,,,,SAFE,-24.011,0.0,0.998,1.093,0.034,-0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0
IMU,10323846.0,1,0.6523,-0.0269,0.7622,0.0,0.0,0.0,-1.97,-40.67,52.59,26.0,,,,,,,,,,,,,,,,
IMU,10379549.0,2,0.4072,0.4824,0.7734,0.0,0.06,0.0,31.93,-24.01,10.37,27.6,,,,,,,,,,,,,,,,
EXO,10421859,,,,,,,,,,,,SAFE,-24.011,0.061,0.998,1.092,0.034,-0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0
IMU,10424039.0,1,0.6523,-0.0269,0.7617,0.0,0.0,0.0,-1.97,-40.67,52.59,26.2,,,,,,,,,,,,,,,,
IMU,10479343.0,2,0.4067,0.4839,0.7734,0.06,0.12,0.0,31.93,-24.01,10.37,27.8,,,,,,,,,,,,,,,,
EXO,10521788,,,,,,,,,,,,SAFE,-24.011,0.122,0.999,1.092,-0.108,-0.0,0.0,0.0,-0.008,0.0,0.0,0.0,0.0,0.0,0.0
IMU,10524224.0,1,0.6523,-0.0269,0.7617,0.0,0.0,0.0,-1.97,-40.67,52.59,26.0,,,,,,,,,,,,,,,,
IMU,10579255.0,2,0.4072,0.4824,0.7739,-0.06,0.0,0.0,31.93,-24.01,10.37,27.5,,,,,,,,,,,,,,,,
EXO,10621877,,,,,,,,,,,,SAFE,-24.011,0.0,0.999,1.093,0.107,-0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0
IMU,10624413.0,1,0.6538,-0.0264,0.7622,0.0,0.0,0.0,-1.97,-40.67,52.59,26.0,,,,,,,,,,,,,,,,
IMU,10679110.0,2,0.4067,0.4834,0.772,0.0,0.0,0.0,31.93,-24.01,10.37,27.7,,,,,,,,,,,,,,,,
EXO,10721800,,,,,,,,,,,,SAFE,-24.011,0.0,0.998,1.093,0.014,-0.0,0.0,0.0,-0.003,0.0,0.0,0.0,0.0,0.0,0.0
IMU,10724598.0,1,0.6484,-0.0283,0.7656,0.0,0.0,0.0,-1.97,-40.67,52.59,26.0,,,,,,,,,,,,,,,,
IMU,10779101.0,2,0.4092,0.4829,0.7739,-0.06,-0.06,0.0,31.93,-24.01,10.37,27.9,,,,,,,,,,,,,,,,
EXO,10821965,,,,,,,,,,,,SAFE,-24.005,-0.061,1.0,1.093,-0.049,-0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0
IMU,10824771.0,1,0.6548,-0.0273,0.7637,0.0,0.0,0.0,-1.97,-40.67,52.59,26.1,,,,,,,,,,,,,,,,
IMU,10879094.0,2,0.4067,0.4824,0.7739,0.06,0.06,0.0,31.93,-24.01,10.37,27.6,,,,,,,,,,,,,,,,
EXO,10921813,,,,,,,,,,,,SAFE,-24.005,0.061,0.999,1.092,0.046,-0.0,0.0,0.0,-0.004,0.0,0.0,0.0,0.0,0.0,0.0
IMU,10924942.0,1,0.6543,-0.0254,0.7593,0.0,0.0,0.0,-1.97,-40.67,52.59,25.9,,,,,,,,,,,,,,,,
IMU,10978903.0,2,0.4072,0.4814,0.7744,-0.12,0.12,0.0,31.93,-24.01,10.38,27.9,,,,,,,,,,,,,,,,
EXO,11021890,,,,,,,,,,,,SAFE,-24.005,0.122,0.999,1.093,-0.139,-0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0
IMU,11025129.0,1,0.6528,-0.0264,0.7627,0.0,0.0,0.0,-1.97,-40.67,52.59,26.0,,,,,,,,,,,,,,,,
IMU,11078807.0,2,0.4077,0.4854,0.7764,0.06,-0.06,0.0,31.93,-24.01,10.38,27.7,,,,,,,,,,,,,,,,
EXO,11121876,,,,,,,,,,,,SAFE,-24.005,-0.061,1.002,1.092,-0.058,-0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0
IMU,11125312.0,1,0.6504,-0.0273,0.7637,0.0,0.0,0.0,-1.97,-40.67,52.59,25.9,,,,,,,,,,,,,,,,
IMU,11178659.0,2,0.4092,0.4829,0.7744,0.0,0.0,0.0,31.94,-24.01,10.38,27.7,,,,,,,,,,,,,,,,
EXO,11221804,,,,,,,,,,,,SAFE,-24.005,0.0,1.0,1.093,-0.042,-0.0,0.0,0.0,-0.006,0.0,0.0,0.0,0.0,0.0,0.0
IMU,11225515.0,1,0.6543,-0.0264,0.7607,0.0,0.0,0.0,-1.97,-40.67,52.59,26.2,,,,,,,,,,,,,,,,
IMU,11278646.0,2,0.4067,0.4824,0.7734,0.0,0.06,0.0,31.94,-24.01,10.38,27.7,,,,,,,,,,,,,,,,
EXO,11321784,,,,,,,,,,,,SAFE,-24.005,0.061,0.998,1.093,0.115,-0.0,0.0,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.0
IMU,11325687.0,1,0.6553,-0.0249,0.7598,0.0,0.0,0.0,-1.97,-40.67,52.59,26.1,,,,,,,,,,,,,,,,
